	sample1	sample2	sample3	sample4
LOC105372027	0	0	0	0
LOC105372028	0	0	0	0
LOC105372029	0	0	0	0
LINC01894	32	21	1	2
LOC107985141	7	12	1	0
ZNF521	3756	4219	528	459
LOC124904269	76	147	1	1
LOC124904270	37	102	2	1
LOC105372031	57	107	3	1
LOC124904271	0	0	0	1
SS18	3418	3559	4329	5336
PSMA8	1	0	1	5
TAF4B	142	185	2105	2172
LOC107985142	0	1	0	1
LINC01543	0	3	0	0
LOC124904274	2	1	2	0
KCTD1	860	778	539	520
LOC124904273	0	9	0	0
MIR8057	4	2	0	0
LOC102725227	9	6	4	2
PCAT18	0	2	0	0
LOC124904272	0	0	0	0
LOC105372035	0	0	0	0
AQP4	7	38	102	73
AQP4-AS1	1	10	3	1
CHST9	8	218	602	689
LOC124904275	0	9	6	2
LOC105372036	0	4	3	1
LINC01908	0	0	1	5
LOC105372038	0	0	0	0
LOC105372040	0	1	0	0
LOC105372041	0	0	0	0
LOC107985126	3	1	1	0
LOC105372042	1	0	1	5
CDH2	19190	11621	2188	3356
LOC105372043	0	0	0	0
LOC124904343	0	0	0	0
LOC105372044	1	0	0	1
LOC105372045	0	0	0	0
LOC124904344	0	0	0	0
MIR302F	0	0	0	0
LOC105372046	0	1	0	0
LOC105372047	2	2	0	0
DSC3	665	835	375	282
LOC124904345	32	35	12	2
DSC2	2120	1951	2270	2747
DSCAS	4	6	1	3
DSC1	16	17	2	2
LOC105372049	1	5	0	0
LOC124904346	4	0	124	139
DSG1	4	6	0	3
DSG1-AS1	0	2	0	0
DSG4	1	4	1	3
DSG3	0	209	10	15
DSG2	4194	3658	10358	9700
DSG2-AS1	13	29	19	15
TTR	85	6	0	1
LOC124904277	0	0	0	1
B4GALT6	509	673	1748	1222
SLC25A52	0	2	3	3
TRAPPC8	2912	2868	4199	4600
RNF125	204	169	802	751
LOC124904278	0	2	2	1
RNF138	656	893	2403	2462
LOC124904366	6	11	7	1
MEP1B	27	58	2	0
GAREM1	3462	2993	507	648
WBP11P1	3	2	3	1
KLHL14	9	13	195	161
LOC112268208	1	0	3	0
LOC105372055	0	2	19	19
LOC105372058	0	0	0	1
LOC107985186	0	0	0	0
CCDC178	6	14	4	5
LOC105372059	0	0	0	0
ASXL3	1781	1951	21	23
LOC124904347	10	19	0	0
NOL4	7	43	131	59
LOC124904279	1	2	0	0
LOC124904280	1	0	10	7
DTNA	2339	1378	1163	671
LOC124904281	202	263	40	20
LOC105372061	23	27	6	3
LOC124904282	3	4	0	0
MAPRE2	6008	3502	2481	2342
ZNF397	1755	1887	3500	2776
ZSCAN30	1333	1483	855	676
ZNF271P	1558	1667	1102	1501
ZNF24	3934	3632	6169	6234
LOC124904283	10	21	11	19
ZNF396	84	71	49	57
LOC105372063	0	6	0	0
LOC124904284	14	20	14	11
ZNF24TR	23	30	13	7
INO80C	199	199	316	230
GALNT1	2385	2393	4992	5657
MIR3975	15	19	2	1
LOC105372065	27	51	9	8
LOC124904285	5	21	9	8
LOC105372064	131	201	103	98
MIR187	0	0	4	6
MIR3929	0	0	5	0
LOC105372066	0	1	3	1
C18orf21	348	328	797	915
RPRD1A	2072	2063	8439	7194
SLC39A6	1606	1698	2113	2019
ELP2	3188	2989	7653	7958
COSMOC	4	2	5	5
MOCOS	73	118	779	1048
LOC124904286	2	7	40	61
FHOD3	16990	10971	397	451
LOC105372071	110	120	0	0
TPGS2	2578	2226	2656	2788
KIAA1328	977	1917	387	272
LOC105372069	0	0	0	0
LOC124904287	175	457	60	29
CELF4	50	162	72	63
LOC105372068	2	0	0	0
SNORA111	2	1	0	0
LOC124904288	0	2	1	1
LOC124904289	0	4	0	0
LOC107985118	0	2	0	1
MIR4318	0	0	0	0
LOC102724417	0	1	1	0
LOC105372073	0	0	0	0
LOC105372074	0	0	0	0
LOC112268212	0	0	0	0
LOC124904338	0	0	0	0
LOC105372076	0	0	0	0
LOC105372077	0	0	0	0
MIR924HG	159	203	84	65
LOC101927879	41	37	3	2
MIR924	1	7	0	0
LOC101927857	153	299	33	20
MIR5583-2	0	0	0	0
MIR5583-1	0	0	0	0
LINC01902	3	15	5	7
LOC124904349	0	0	0	0
LOC105372081	0	0	0	0
LINC01477	0	0	0	0
LOC105372082	1	1	0	0
LOC107985132	3	6	0	0
LOC124904364	0	0	0	0
LOC105372084	0	7	3	5
LOC107985168	0	3	3	2
KC6	22	39	120	84
LOC105372083	2	5	9	2
LOC105372085	0	0	0	0
PIK3C3	2161	2166	1785	1991
LOC124904350	1	2	1	0
LINC00907	10	13	3	2
LOC124904351	0	0	19	29
RIT2	0	1	53	92
SYT4	91	196	358	199
LOC105372088	0	0	0	0
LOC105372087	0	0	0	1
LINC01478	0	1	0	1
LOC124904291	0	0	0	0
LINC01601	0	1	0	0
LOC124904290	0	0	0	0
LOC105372089	0	1	0	0
SETBP1	3899	8178	816	388
MIR4319	0	0	0	0
LOC105372091	4	2	1	0
LOC101927961	0	0	0	0
SLC14A2	2	10	4	10
SLC14A2-AS1	7	10	0	0
LOC105372093	13	29	11	3
LOC105372092	1	2	0	0
SLC14A1	87	40	7	4
EPG5	4708	4085	2260	1654
SIGLEC15	17	18	11	9
PSTPIP2	191	196	101	140
ATP5F1A	40551	24118	28025	31205
TRK-CTT6-1	18	18	9	11
HAUS1	642	627	1733	2491
ARK2N	2243	1692	1628	1478
ARK2C	325	409	428	269
LOC105372095	6	10	4	0
LOC124904293	1	1	4	21
LOXHD1	81	54	43	20
LOC105372096	0	2	3	2
ST8SIA5	198	167	27	32
ST8SIA5-DT	238	252	50	28
PIAS2	2517	2891	3108	2157
LOC124904294	34	26	105	177
KATNAL2	197	240	188	198
ELOA2	20	27	6	5
LOC105372098	61	85	22	8
HDHD2	1137	1160	1440	1230
IER3IP1	899	1079	651	766
SKOR2	1	1	41	13
LOC124904295	0	0	12	9
MIR4527HG	0	0	1	0
MIR4527	0	0	0	0
LOC105372100	0	1	0	0
SMAD2	5453	6648	4897	4527
LOC124904297	4	15	7	6
LOC105372101	0	0	0	0
ZBTB7C	71	96	13	11
ZBTB7C-AS1	22	22	3	2
ZBTB7C-AS2	3	2	0	0
LOC124904352	67	40	1	2
LOC124904353	8	15	3	2
CTIF	2209	1810	556	504
MIR4743	5	1	0	0
LOC105372107	225	369	31	13
LOC107985147	391	565	73	21
LOC105372106	27	24	0	0
LOC105372105	299	497	33	13
LOC124904355	3	4	2	0
SMAD7	1904	1684	1112	1320
LOC105372108	17	32	2	1
DYM-AS1	2	3	0	2
DYM	2631	2134	2238	1951
MIR4744	1	2	0	0
LOC124904298	3	15	0	0
C18orf32	170	166	98	99
RPL17-C18orf32	0	0	0	0
MIR1539	6	2	1	3
RPL17	100	70	515	637
SNORD58C	10	23	16	25
SNORD58A	21	13	52	46
SNORD58B	0	0	0	0
LINC02837	0	0	0	1
LIPG	51	126	529	406
LOC105372112	0	2	2	0
LOC112268210	0	0	0	0
ACAA2	3528	2316	5214	5705
SNHG22	6	6	1	8
SCARNA17	996	983	581	494
MYO5B	173	410	820	859
LOC124904299	3	4	2	5
MIR4320	0	0	0	0
CFAP53	22	29	13	7
LOC124904300	4	10	3	3
MBD1	2386	2187	1417	1703
CXXC1	1055	898	1445	1854
LOC124904301	1	1	0	0
LOC105372114	0	0	3	3
SKA1	663	721	1174	1401
LOC105372115	17	22	25	14
MAPK4	1116	961	149	171
LOC124904302	19	19	0	1
LOC105372116	0	0	0	1
MRO	5	10	44	71
ME2	1577	1472	3444	3618
ELAC1	111	113	44	85
LOC107985152	89	145	20	17
LOC124904303	9	13	1	6
SMAD4	5633	5063	5243	5032
MEX3C	2393	2158	5210	5819
LINC01630	7	1	12	14
LOC124904365	0	0	0	0
LOC105372120	0	0	0	0
LOC105372121	0	0	0	0
DCC	167	369	29	88
MIR4528	1	0	0	0
LOC124904305	5	8	0	0
LOC124904304	16	13	0	1
LINC01919	1	1	0	0
LINC01917	2	6	0	0
MBD2	1141	1205	749	894
SNORA37	65	86	56	14
LOC124904306	0	0	6	3
LOC124904307	3	1	1	6
POLI	1239	1544	1633	1381
STARD6	7	3	5	0
C18orf54	658	859	1016	788
DYNAP	0	0	16	10
LOC124904308	0	0	0	2
RAB27B	197	220	16	24
CCDC68	299	323	22	35
LOC107985125	0	0	0	0
LINC03035	0	0	0	0
LINC01929	6	3	0	0
TCF4	6260	6954	6545	4556
TCF4-AS1	22	36	18	4
MIR4529	0	1	0	0
LOC105372126	0	0	1	2
LOC105372130	2	1	41	20
LINC01415	54	28	105	85
LOC107985183	1	0	2	0
LOC105372131	0	1	1	2
LINC01416	1	1	12	2
LINC03092	5	13	40	43
LINC03069	3	10	35	52
LINC01905	0	1	13	15
LOC124904363	0	0	0	0
LINC01539	0	1	2	1
LOC105372132	0	0	2	2
LOC105372135	0	2	2	3
TXNL1	1843	1907	1869	2181
WDR7	1684	1788	1030	984
WDR7-OT1	4	15	11	10
LOC105372136	0	0	5	7
LINC-ROR	0	0	176	424
BOD1L2	0	0	2	3
LINC02565	0	0	0	0
ST8SIA3	6	47	316	370
ONECUT2	20	77	386	245
FECH	1613	1586	1078	1314
NARS1	5728	3876	11672	13716
ATP8B1-AS1	49	103	103	118
ATP8B1	723	1027	359	370
LOC105372141	48	61	69	34
LOC124904310	108	191	40	7
LOC105372140	0	1	0	0
LOC124904311	0	0	0	0
NEDD4L	5974	3899	4883	3928
LOC105372143	5	13	2	1
MIR122HG	13	5	0	0
MIR122	0	0	0	0
MIR3591	0	0	0	0
ALPK2	21916	12776	22	24
LOC105372145	56	43	0	0
SNORA108	24	18	0	0
LOC102724745	2	0	0	0
MALT1-AS1	15	18	18	23
MALT1	1798	1861	1464	1451
LOC105372146	20	28	7	4
LINC01926	1	1	0	0
LOC124900406	0	0	0	0
ZNF532	6494	6267	5734	4967
OACYLP	9	5	1	0
SEC11C	184	217	757	972
GRP	0	18	1	0
RAX	0	1	24	5
CPLX4	0	0	0	0
LMAN1	3379	4466	7572	6497
LOC107985156	2	5	6	6
CCBE1	182	201	585	495
PMAIP1	14	23	3636	3389
LOC105372151	1	0	1	1
LOC105372152	0	0	0	0
LOC105372155	0	1	0	0
MC4R	8	5	2	2
LOC124904313	2	2	0	0
LOC105372156	0	0	0	0
CDH20	29	64	24	17
LOC124904314	32	21	69	116
LOC105372157	2	0	0	0
LINC01544	5	6	0	0
LOC124904315	0	2	0	1
RNF152	1324	1591	402	335
LOC105372159	3	5	0	1
LOC112268209	0	0	1	0
PIGN	1416	1400	1227	1446
RELCH	1552	2009	1526	2058
TNFRSF11A	175	210	98	157
ZCCHC2	933	882	717	749
PHLPP1	1189	1011	4680	4207
LOC105372160	86	174	86	42
LOC105372161	1	1	0	2
BCL2	650	1164	188	215
KDSR	867	907	1745	1718
LOC124904317	64	90	47	45
VPS4B	992	1026	1231	1570
LOC124904316	35	69	11	10
SERPINB5	0	11	15	32
SERPINB12	0	1	0	0
SERPINB13	1	1	0	0
SERPINB4	4	0	11	33
SERPINB3	0	0	1	5
SERPINB11	1	0	0	0
LOC124904318	0	0	0	0
SERPINB7	0	2	0	0
LOC124904356	0	0	0	0
SERPINB2	16	9	0	0
SERPINB10	0	0	0	1
HMSD	21	24	30	31
LOC105372165	2	4	5	6
SERPINB8	46	64	22	34
LINC00305	0	0	1	3
LINC01924	0	0	0	0
LOC124904357	0	0	0	0
LINC01538	0	1	0	1
LOC105372166	0	0	0	0
LOC105372167	0	2	0	0
LOC107985178	0	0	1	0
LOC101927404	7	5	0	0
LOC105372168	0	0	0	0
LINC01916	0	11	0	0
LOC105372169	0	0	0	0
CDH7	72	175	30	47
LOC105372170	0	0	0	0
CDH19	102	272	0	0
LOC124904320	0	0	0	0
MIR5011	0	0	0	0
DSEL	2566	4283	6984	8124
DSEL-AS1	2	6	1	0
LOC105372174	1	2	0	0
LOC105372173	0	7	0	0
LOC105372172	0	0	0	0
LINC01903	2	2	0	0
LINC01912	0	0	0	0
TMX3	2395	2847	1315	1600
CCDC102B	831	755	31	20
LOC107985134	204	277	0	0
LOC107985136	0	5	0	0
DOK6	510	785	28	23
LOC105372179	5	13	0	0
LOC107985138	12	37	1	0
CD226	66	86	3	3
RTTN	1977	2170	2546	2042
LOC105372180	11	18	5	7
LOC124904321	4	0	0	0
LOC107985158	2	1	0	0
SOCS6	3506	3328	1346	1645
LINC01909	33	42	3	5
LIVAR	30	55	4	3
LINC01910	1	1	0	0
LOC105376872	2	1	2	0
GTSCR1	2	0	0	0
LOC124904322	0	2	0	0
LOC105372185	1	1	0	0
LOC105372188	2	1	0	0
LOC105372187	0	1	0	0
LOC107985179	1	0	0	1
LINC01541	0	0	0	0
LOC105372186	0	0	0	0
LINC01899	0	0	0	0
LOC105376873	0	0	0	0
LOC102725148	0	0	0	0
LOC105372189	0	1	0	0
CBLN2	315	834	4	1
NETO1	134	82	537	540
MIR548AV	0	0	0	0
NETO1-DT	4	5	16	24
LINC02864	12	1	328	362
LINC02582	2	2	12	13
LOC105372190	3	2	0	0
LOC105372191	0	0	0	0
LOC124904358	0	0	0	0
FBXO15	36	51	45	37
TIMM21	995	838	1230	1263
CYB5A	1007	708	2151	2334
C18orf63	0	5	1	0
LINC01922	0	0	0	0
DIPK1C	726	353	1	2
CNDP2	1895	1887	6097	7765
CNDP1	4	12	1	1
LOC124904324	3	3	0	0
ZNF407-AS1	599	539	197	302
ZNF407	2493	2806	745	738
LOC124904323	23	37	0	1
LOC124904325	3	2	0	0
LOC124904326	2	1	0	0
LOC105376874	0	0	0	0
PTGR3	3131	2524	256	229
TSHZ1	1623	1038	15	26
LOC105372200	0	0	0	1
SMIM21	0	3	0	0
LOC124900405	0	0	0	0
LOC107985177	227	139	10	5
LOC105372201	9	7	0	2
LOC105372202	0	0	0	0
LINC01898	0	0	0	0
LOC105372203	0	0	0	0
LOC124904339	1	0	0	0
LOC105372204	2	3	0	0
LOC339298	0	0	0	0
LOC124904360	5	3	1	0
LOC105372206	7	4	1	0
LINC01893	1	3	0	0
LOC105372210	34	20	4	1
LOC105372209	8	1	1	0
LOC105372211	13	20	2	3
ZNF516	3434	4181	1707	782
ZNF516-AS1	14	19	10	6
ZNF516-DT	4	7	13	1
LINC00908	10	20	94	44
LINC00683	2	7	6	16
LINC01927	0	2	1	0
LOC107985151	0	1	0	0
LOC105372212	0	1	1	1
LINC01879	0	1	0	1
LOC105372213	0	0	0	0
LOC124904327	1	1	0	0
ZNF236-DT	46	63	22	34
ZNF236	1362	1458	1144	943
LOC105372214	15	14	7	1
MBP	377	689	1084	1054
LOC105372217	10	20	14	7
LOC124904328	17	38	35	20
LOC124904329	0	1	7	8
GALR1	4	35	26	7
LOC107985171	0	1	1	1
LOC107985172	0	1	7	4
LOC107985129	0	0	0	0
LINC01029	0	0	0	0
LOC105372219	0	0	0	0
LOC105372220	0	0	0	0
LOC105372221	0	0	0	0
LOC124904330	2	5	38	76
LOC105372224	0	0	0	0
LINC01896	40	58	341	440
SALL3	355	500	3444	3746
LOC105372225	12	21	173	136
ATP9B	1816	2520	829	809
LOC124904331	25	44	4	0
LOC105372226	9	23	4	2
LOC124904332	10	14	5	8
LOC107985149	14	17	12	9
NFATC1	496	606	231	233
LOC124904333	18	19	5	8
LOC124904334	53	83	23	9
LOC101927897	79	87	32	35
LOC107985162	69	129	19	10
LOC102723506	7	17	0	2
LOC284240	6	18	6	0
LOC124904335	3	25	1	0
LOC105372228	2	5	2	1
CTDP1-DT	0	1	0	0
CTDP1	767	746	2175	2527
KCNG2	25	26	4	6
SLC66A2	888	709	370	477
LOC124904336	16	36	2	1
HSBP1L1	55	50	33	33
TXNL4A	1584	1258	2735	3523
RBFA	938	839	644	880
RBFADN	42	32	3	2
ADNP2	1903	1752	6545	6175
PARD6G-AS1	94	113	68	25
PARD6G	547	564	727	769
LOC124904337	54	95	27	16
WASH5P	7	15	6	13
LOC105376912	0	0	0	0
MIR1302-11	0	0	0	0
FAM138F	0	0	0	0
OR4F17	0	0	0	0
LINC01002	5	1	22	15
LOC101928344	14	8	8	10
LOC107985295	11	11	1	0
PLPP2	2	21	1062	1275
LOC124904605	4	7	16	5
MIER2	880	1002	1100	1325
THEG	0	0	0	0
LOC124904606	1	1	1	1
C2CD4C	74	127	92	193
LOC124904607	12	29	1	0
SHC2	1154	967	46	50
ODF3L2	11	6	11	9
LOC124904608	14	12	9	11
MADCAM1	124	120	15	10
MADCAM1-AS1	6	12	5	5
TPGS1	140	117	95	139
CDC34	1482	1252	3231	4233
GZMM	2	5	2	6
BSG-AS1	18	14	59	67
BSG	9322	6322	18380	20024
HCN2	19	35	148	123
LOC107987266	2	6	18	20
POLRMT	1444	1095	3574	4272
LOC105372234	45	38	26	55
FGF22	11	6	15	14
RNF126	638	608	1893	2009
FSTL3	486	798	183	181
PRSS57	0	5	1	0
PALM	1319	1573	372	382
MISP	6	24	18	19
LOC101928450	1	3	11	12
LINC01836	7	23	36	46
PTBP1	3544	4413	17820	21120
MIR4745	0	0	0	0
PLPPR3	78	166	1419	1540
MIR3187	0	0	0	0
AZU1	4	14	6	6
PRTN3	5	9	15	5
ELANE	4	2	0	0
CFD	13	16	36	26
MED16	1532	1249	1302	1577
RNU6-9	11	7	14	11
R3HDM4	978	782	1571	1508
KISS1R	1	4	129	79
ARID3A	1109	1052	4862	5231
WDR18	825	754	1634	1874
GRIN3B	75	99	78	70
TMEM259	3833	3190	3541	4048
RNU6-2	6	13	259	385
CNN2	3508	4036	12847	15065
ABCA7	236	380	948	808
ARHGAP45	212	386	1980	1979
POLR2E	2335	1701	4346	4822
GPX4	4610	2844	5639	5900
SBNO2	883	842	2084	2089
LOC102723798	21	35	8	18
LOC102725180	20	25	18	25
STK11	2581	1801	3161	3733
CBARP	123	146	504	558
CBARP-DT	5	2	4	2
ATP5F1D	2492	1658	1415	1556
LOC102723811	13	37	22	17
MIDN	1524	1437	2136	2255
LOC107985303	12	13	16	21
LOC105372236	32	42	61	74
CIRBP-AS1	105	123	120	147
CIRBP	9822	9488	3086	3614
FAM174C	217	198	663	677
EFNA2	60	84	147	199
PWWP3A	2026	1966	1251	1894
TRF-GAA1-6	1	9	8	2
TRN-GTT2-6	1	3	12	9
NDUFS7	2446	1344	1360	1607
GAMT	1205	804	423	483
DAZAP1	2528	2576	7935	9431
RPS15	10130	6611	13658	15060
APC2	226	302	226	143
C19orf25	535	414	905	1322
PCSK4	37	59	169	173
REEP6	34	31	293	252
ADAMTSL5	482	298	7	7
LOC124904609	7	16	0	2
LOC107985337	0	7	1	0
PLK5	1	31	8	12
MEX3D	1510	1390	4112	4473
MBD3	3300	2435	3120	4044
UQCR11	3125	1683	1643	2062
TCF3	2380	2568	9250	10549
ONECUT3	1	1	6	3
LOC101928543	0	0	2	4
ATP8B3	161	94	330	126
REXO1	884	906	1743	1713
MIR1909	0	0	0	0
LOC100288123	49	64	82	63
KLF16	431	409	975	1139
ABHD17A	1631	1346	1110	1494
SCAMP4	654	711	735	731
ADAT3	81	69	163	214
LOC105372238	4	5	8	7
CSNK1G2	1454	1316	4591	5750
CSNK1G2-AS1	10	20	19	29
BTBD2	2362	1920	3185	2804
LOC124904610	87	152	87	102
LOC107985278	0	1	29	19
MKNK2	2515	1800	5284	5826
MOB3A	702	794	174	190
IZUMO4	51	63	10	8
AP3D1	4544	4080	9553	9929
DOT1L	2085	2001	2594	2230
LOC124904611	21	33	23	28
PLEKHJ1	1852	1314	2164	2983
MIR1227	0	0	0	0
MIR6789	0	0	0	0
SF3A2	1172	1074	2132	2199
AMH	76	43	144	153
MIR4321	0	0	0	0
JSRP1	3	2	9	22
LOC105372240	0	2	1	2
OAZ1	9303	6280	12724	16517
PEAK3	10	21	32	18
LINGO3	2	7	62	18
LOC101928572	5	3	2	4
LSM7	613	540	1970	2365
SPPL2B	1386	1459	1067	1462
TMPRSS9	29	79	53	55
LOC124904612	8	9	4	0
TIMM13	1402	1068	3383	4328
LMNB2	5931	4860	12257	15819
MIR7108	0	0	0	0
LINC01775	13	6	3	13
GADD45B	421	379	233	289
LOC124904614	4	10	3	3
GNG7	738	361	155	113
LOC124904789	0	0	0	0
MIR7850	2	1	0	0
DIRAS1	465	320	364	450
SLC39A3	428	404	790	1062
SGTA	2008	1482	2717	3763
THOP1	1357	1018	3414	4452
ZNF554	546	457	310	376
ZNF555	900	882	580	531
ZNF556	2	5	0	1
ZNF57	152	153	275	268
ZNF77	334	367	235	220
TLE6	41	39	51	32
TLE2	1372	1212	333	251
TLE5	9855	6614	3816	3794
LOC105372242	0	1	0	2
GNA11	3478	2540	1223	1667
LOC124904615	0	3	3	2
GNA15	12	56	7	12
GNA15-DT	1	3	0	1
S1PR4	2	22	4	2
NCLN	1171	1148	4121	5946
CELF5	24	32	248	148
LOC105372244	0	0	2	1
NFIC	3905	3576	44	30
SMIM24	2	16	431	210
SMIM44	0	0	8	2
LOC105372246	3	0	13	7
DOHH	224	143	424	522
LOC105372245	11	19	38	52
FZR1	1627	1501	1387	1587
LOC124904617	75	104	52	60
MFSD12	470	523	1480	1748
TEKTIP1	122	160	195	210
LOC124904618	25	27	44	34
HMG20B	1296	1023	1683	1827
GIPC3	81	92	71	53
TBXA2R	101	70	20	16
CACTIN-AS1	6	16	14	15
CACTIN	635	619	893	1213
PIP5K1C	1645	1948	1325	1410
TJP3	2	24	493	463
APBA3	332	266	561	648
LOC105372248	0	0	0	1
MRPL54	469	349	515	779
RAX2	3	1	6	7
MATK	21	22	497	631
ZFR2	10	31	292	316
ATCAY	37	134	2634	2146
NMRK2	3676	1868	1301	1679
DAPK3	2694	2112	1250	1804
MIR637	53	46	9	15
EEF2	90027	61272	137712	129060
SNORD37	14	15	27	50
PIAS4	817	721	1493	1787
ZBTB7A	736	785	828	878
MAP2K2	2609	1954	3348	3937
CREB3L3	4	1	2	1
SIRT6	342	252	428	530
ANKRD24	24	61	463	488
EBI3	18	10	36	37
YJU2	437	324	592	851
SHD	677	423	47	47
TMIGD2	4	26	11	17
FSD1	23	64	878	1045
STAP2	106	121	409	547
MPND	487	417	436	435
SH3GL1	1922	1732	3458	4437
CHAF1A	1611	1752	5206	6530
UBXN6	382	297	257	267
MIR4746	0	0	0	0
HDGFL2	1877	1598	4228	5282
PLIN4	142	182	142	112
PLIN5	418	220	42	37
LRG1	16	18	39	35
SEMA6B	344	297	2554	2931
LOC105372249	1	5	8	2
TNFAIP8L1	866	672	426	474
MYDGF	703	748	978	1120
DPP9	968	951	1213	1645
DPP9-AS1	55	42	57	47
LOC105372250	9	12	18	9
TRG-TCC1-1	5	6	7	6
TRV-CAC3-1	0	0	0	0
MIR7-3HG	0	5	4	2
MIR7-3	0	1	0	0
LOC124904620	1	0	2	3
FEM1A	2930	1827	2736	3318
TICAM1	61	62	15	10
PLIN3	1736	1378	1780	2439
ARRDC5	9	23	9	10
UHRF1	1010	1572	1338	2617
MIR4747	0	0	0	2
KDM4B	3167	3226	4870	2633
PTPRS	6702	7795	10022	8808
LOC105372253	14	11	9	12
LOC105372252	3	11	14	13
ZNRF4	0	0	0	0
LOC124904622	0	0	0	0
TINCR	26	25	18	10
SAFB2	1093	1236	1152	1664
SAFB	2332	2312	3595	3529
LOC107985320	44	78	49	45
MICOS13	1202	791	308	406
HSD11B1L	152	142	256	174
RPL36	7308	4882	12417	12843
LONP1	3002	2223	7566	6674
CATSPERD	0	2	7	4
PRR22	54	68	35	69
DUS3L	581	485	1157	1406
NRTN	198	145	186	144
FUT6	1	3	10	8
FUT3	0	2	0	3
LOC101928844	0	0	2	0
FUT5	0	4	12	0
NDUFA11	3112	1883	2061	2563
VMAC	212	245	72	85
CAPS	122	197	34	56
RANBP3	1822	1512	2006	2588
RANBP3-DT	6	16	13	9
RFX2	234	259	115	79
LOC105372255	17	31	10	7
ACSBG2	54	53	23	18
MLLT1	2428	2180	1765	1815
ACER1	1	5	0	3
CLPP	787	652	954	1116
ALKBH7	1761	970	959	1002
PSPN	17	13	16	17
GTF2F1	2146	1665	2446	3028
MIR6885	1	0	0	3
MIR6790	0	0	0	0
LOC390877	10	10	11	4
KHSRP	4368	4414	8397	8991
MIR3940	0	0	0	0
SLC25A41	10	10	35	20
SLC25A23	2938	1892	2050	1876
CRB3	8	9	443	413
DENND1C	8	57	662	533
TUBB4A	35	55	235	181
TNFSF9	8	13	90	42
CD70	0	2	10	15
TNFSF14	1	2	1	0
C3	602	346	211	126
GPR108	830	731	912	1019
MIR6791	1	2	2	3
TRIP10	1128	1111	2009	2378
LOC124904623	11	19	13	15
SH2D3A	24	40	989	854
VAV1	45	128	47	64
ADGRE1	2	3	0	0
LOC105372256	0	0	0	0
ADGRE4P	3	12	0	1
FLJ25758	0	0	0	0
LOC112268245	0	0	0	0
MBD3L2B	0	0	0	0
MBD3L5	0	0	0	0
MBD3L4	0	0	0	0
MBD3L2	0	0	0	0
MBD3L3	0	0	0	0
ZNF557	852	858	637	826
LOC124904625	37	32	33	11
INSR	7369	5406	4687	3642
LOC124904626	6	9	1	0
ARHGEF18	1078	1274	2563	3068
LOC107985284	17	18	3	3
PEX11G	26	39	24	23
TEX45	2	2	15	18
ZNF358	1849	1123	1036	1182
LOC105372261	14	10	6	7
MCOLN1	212	205	193	261
PNPLA6	1299	1165	3991	4363
CAMSAP3	53	70	1084	1326
MIR6792	0	0	0	0
XAB2	1601	1268	2600	3101
STXBP2	206	245	832	825
PET100	81	68	52	53
PCP2	21	32	29	24
RPS27AP19	2	0	9	5
RETN	2	9	3	0
MCEMP1	157	63	1	2
TRAPPC5	811	589	1206	1391
FCER2	0	2	3	3
LOC105372262	0	0	0	0
CLEC4G	0	0	3	4
CD209	1	5	4	1
CLEC4M	4	3	0	0
LOC105372263	1	1	0	0
CLEC4GP1	4	15	33	20
LOC124904628	1	3	3	0
EVI5L	964	688	527	438
PRR36	33	50	126	85
LYPLA2P2	1	1	5	12
LRRC8E	27	35	269	284
LOC124904630	11	10	21	20
MAP2K7	672	572	998	893
TGFBR3L	17	17	81	82
SNAPC2	383	357	678	736
CTXN1	56	67	406	540
LOC124904629	3	1	4	5
TIMM44	1387	1015	2158	3107
ELAVL1	2604	2837	3918	3736
LOC105372266	29	50	73	64
CCL25	2	479	2	4
FBN3	625	2079	1878	1620
CERS4	631	582	2022	2046
LOC107985282	21	29	10	8
CD320	733	614	1979	2286
NDUFA7	830	559	1083	1083
RPS28	5129	3663	7278	7056
KANK3	489	419	155	119
ANGPTL4	92	126	254	95
RAB11B-AS1	70	63	74	108
LOC124904632	28	54	128	95
MIR4999	0	2	0	0
RAB11B	1376	1160	507	546
MARCHF2	1041	660	462	544
HNRNPM	4959	4827	9789	11497
PRAM1	12	35	16	8
ZNF414	203	202	291	220
MYO1F	142	203	180	208
LOC124904633	12	20	10	5
ADAMTS10	680	1550	306	350
NFILZ	1	2	0	0
ACTL9	0	0	0	0
OR2Z1	0	0	0	0
ZNF558	992	1128	1	0
MBD3L1	0	0	0	0
MUC16	289	521	8	7
OR1M1	0	0	0	1
OR7G2	0	0	2	0
OR7G1	0	0	0	0
OR7G3	0	0	0	0
ZNF317	1272	1152	2164	2399
OR7D2	41	2	1	2
OR7E24	1	0	0	0
OR7D4	0	1	0	0
ZNF699	462	475	411	257
ZNF559	1080	1209	582	576
ZNF559-ZNF177	22	23	10	4
ZNF177	6	6	2	0
LOC112268250	38	53	3	3
ZNF266	1750	929	1267	1321
LOC105372269	40	86	14	7
ZNF560	8	35	224	277
LOC105372268	9	15	15	13
ZNF426	1833	1740	2883	3033
ZNF426-DT	13	12	22	18
ZNF121	2773	3017	19582	20576
LOC105376914	0	1	0	0
ZNF561	1264	1445	1763	1730
ZNF561-AS1	192	194	139	173
ZNF562	2350	2546	3425	3443
ZNF812P	3	20	6	7
LOC105372270	5	4	1	0
ZNF846	472	1052	231	183
