	day30_rep3_tbx5_ge	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe
MADCAM1-AS1	2	1	0	3	5
TPGS1	406	438	317	412	407
CDC34	6974	3585	4222	3061	3429
GZMM	84	7	7	7	19
BSG-AS1	4	9	8	15	13
BSG	15373	20454	16785	13029	17687
HCN2	334	316	108	125	169
LOC107987266	17	7	9	16	14
POLRMT	1745	1442	1734	1629	1829
LOC105372234	120	41	59	71	65
FGF22	3	9	6	2	6
RNF126	2457	1183	2005	1413	1434
FSTL3	3596	6263	8872	1972	5065
PRSS57	6	4	1	0	2
PALM	1235	3450	2516	2298	2672
MISP	28	17	66	11	13
LOC101928450	3	9	7	0	2
LINC01836	27	65	97	2	24
PTBP1	20562	6792	14313	3407	7507
MIR4745	0	0	0	0	0
PLPPR3	305	1090	1058	941	669
MIR3187	0	0	0	0	0
AZU1	10	40	15	12	23
PRTN3	0	1	2	1	0
ELANE	1	3	1	1	0
CFD	40	96	31	38	39
MED16	3367	1973	2523	2247	2468
RNU6-9	7	0	3	12	4
R3HDM4	2585	1982	2428	1892	2274
KISS1R	5	104	37	17	5
ARID3A	8008	2626	11356	848	2091
WDR18	2333	2152	2352	2200	2127
GRIN3B	55	157	109	26	61
TMEM259	11344	6577	5591	4101	6197
RNU6-2	3	0	9	10	11
CNN2	12645	11527	24790	3380	8256
ABCA7	1254	774	493	615	929
ARHGAP45	1240	374	863	489	444
POLR2E	10216	4996	5935	5907	5838
GPX4	6844	8230	6558	5924	6310
SBNO2	2944	1330	2248	943	3009
LOC102723798	12	2	10	1	4
LOC102725180	10	6	5	3	6
STK11	8662	3341	2709	2577	3840
CBARP	981	604	928	582	752
CBARP-DT	2	1	1	0	3
ATP5F1D	1406	3042	2262	3361	3820
LOC102723811	13	23	24	19	16
MIDN	9296	3825	8857	3309	3619
LOC107985303	13	22	15	9	20
LOC105372236	15	21	14	10	13
CIRBP-AS1	56	64	54	42	72
CIRBP	6698	14073	7132	10309	12872
FAM174C	1482	698	885	446	601
EFNA2	116	194	650	206	170
PWWP3A	957	1290	1790	1166	1181
TRF-GAA1-6	1	0	4	2	0
TRN-GTT2-6	1	0	0	1	0
NDUFS7	2407	2358	1504	3639	3287
GAMT	816	1828	864	2693	2573
DAZAP1	3282	2797	4164	3367	3684
RPS15	17268	13077	12361	14004	11417
APC2	603	776	218	1107	591
C19orf25	1767	738	1040	745	843
PCSK4	102	123	79	122	114
REEP6	192	257	279	144	131
ADAMTSL5	620	541	405	637	491
LOC124904609	9	7	6	10	7
LOC107985337	8	2	0	2	3
PLK5	26	4	14	17	19
MEX3D	1334	2197	3607	1014	1299
MBD3	6374	3822	4872	3841	4339
UQCR11	4448	4468	3125	4971	4497
TCF3	2851	3578	5272	2973	3235
ONECUT3	14	6	11	11	0
LOC101928543	2	0	0	1	0
ATP8B3	33	50	52	26	55
REXO1	3363	1105	1670	903	1501
MIR1909	0	0	0	0	0
LOC100288123	37	31	40	21	20
KLF16	1279	1008	1758	529	926
ABHD17A	3422	4590	3594	1646	2579
SCAMP4	4881	1598	1810	955	1217
ADAT3	183	108	236	135	117
LOC105372238	5	10	6	4	8
CSNK1G2	1874	2720	3686	1560	2414
CSNK1G2-AS1	6	2	6	1	2
BTBD2	2419	3052	1915	2201	2454
LOC124904610	40	45	81	38	44
LOC107985278	0	1	0	1	0
MKNK2	3611	2289	2321	1925	2519
MOB3A	902	932	1631	644	816
IZUMO4	22	116	71	69	79
AP3D1	11213	6273	7976	5432	8126
DOT1L	2369	1279	2560	2191	2463
LOC124904611	6	0	7	5	3
PLEKHJ1	2170	1536	2492	2213	2118
MIR1227	0	0	0	0	0
MIR6789	0	0	0	0	0
SF3A2	3934	1805	2383	1981	2224
AMH	475	261	207	22	18
MIR4321	0	0	0	0	0
JSRP1	30	1	7	4	4
LOC105372240	8	0	1	0	1
OAZ1	12341	10184	9087	14582	14843
PEAK3	23	4	9	5	21
LINGO3	2	2	4	11	6
LOC101928572	2	2	0	1	0
LSM7	2708	1704	1796	1864	1527
SPPL2B	1407	2082	1443	1422	1999
TMPRSS9	35	23	15	22	34
LOC124904612	2	1	1	5	6
TIMM13	5251	2466	3119	2426	2473
LMNB2	6616	3564	10261	2941	3948
MIR7108	0	0	0	0	0
LINC01775	2	6	16	1	3
GADD45B	7375	2307	4760	1596	5522
LOC124904614	1	2	0	0	0
GNG7	48	322	28	345	296
LOC124904789	0	0	0	0	0
MIR7850	0	0	1	0	0
DIRAS1	125	203	256	562	395
SLC39A3	1103	802	926	597	712
SGTA	7077	2517	3681	3134	3355
THOP1	1727	1057	1861	1592	1905
ZNF554	108	255	168	309	349
ZNF555	307	175	254	408	351
ZNF556	5	1	2	5	2
ZNF57	91	16	37	91	73
ZNF77	198	99	152	192	170
TLE6	37	46	23	132	94
TLE2	607	2016	1084	897	1078
TLE5	11184	11066	9645	11232	11782
LOC105372242	3	0	2	1	1
GNA11	7041	3423	4754	3115	4238
LOC124904615	1	0	2	0	0
GNA15	0	0	0	0	1
GNA15-DT	2	0	0	0	0
S1PR4	2	1	2	0	0
NCLN	6028	2440	4151	1379	2363
CELF5	19	46	9	268	49
LOC105372244	0	0	1	0	1
NFIC	894	2908	1060	2523	3672
SMIM24	5	1	0	3	6
SMIM44	2	0	1	0	0
LOC105372246	13	0	2	2	1
DOHH	1753	368	635	264	434
LOC105372245	18	1	6	3	7
FZR1	3157	1461	2234	1501	2093
LOC124904617	31	12	21	17	19
MFSD12	2148	1013	1474	628	861
TEKTIP1	219	222	242	65	101
LOC124904618	36	28	28	7	16
HMG20B	887	1331	995	1425	1514
GIPC3	3	1	4	7	3
TBXA2R	8	3	9	2	5
CACTIN-AS1	28	2	9	3	5
CACTIN	2342	632	812	465	747
PIP5K1C	2995	2162	2486	1281	1981
TJP3	110	104	155	50	30
APBA3	790	457	675	309	452
LOC105372248	2	0	1	0	0
MRPL54	1334	645	633	848	900
RAX2	0	0	1	0	0
MATK	3	26	10	4	2
ZFR2	124	6	35	95	80
ATCAY	8	10	10	458	26
NMRK2	64	146	145	79	464
DAPK3	7328	4864	8900	5767	8030
MIR637	47	58	77	47	50
EEF2	51153	120396	56052	54224	88505
SNORD37	121	53	51	0	4
PIAS4	2413	987	1314	1009	1197
ZBTB7A	2078	1520	1649	1004	1901
MAP2K2	6067	4130	3943	3801	4451
CREB3L3	5	1	15	1	0
SIRT6	1567	614	647	816	733
ANKRD24	42	62	13	58	91
EBI3	35	43	84	7	12
YJU2	731	384	462	589	491
SHD	253	399	296	214	519
TMIGD2	15	14	14	2	4
FSD1	373	95	393	334	154
STAP2	208	197	228	204	168
MPND	301	425	350	513	545
SH3GL1	6318	4918	5587	2815	4372
CHAF1A	916	507	1018	1089	921
UBXN6	1014	603	400	702	798
MIR4746	0	0	0	0	0
HDGFL2	5362	2700	3509	1988	3342
PLIN4	28	25	36	60	43
PLIN5	9	68	8	54	65
LRG1	11	4	30	4	7
SEMA6B	666	758	698	387	742
LOC105372249	1	1	1	2	5
TNFAIP8L1	408	303	656	268	274
MYDGF	20082	3817	6187	1665	3933
DPP9	4333	1141	1920	1317	1461
DPP9-AS1	23	16	21	12	16
LOC105372250	3	3	1	0	0
TRG-TCC1-1	0	0	0	0	0
TRV-CAC3-1	0	0	0	0	0
MIR7-3HG	7	2	14	15	0
MIR7-3	0	0	0	0	0
LOC124904620	7	1	0	1	0
FEM1A	5169	1408	1774	2389	2640
TICAM1	632	170	464	74	242
PLIN3	6359	4462	6276	2310	4717
ARRDC5	13	0	4	4	1
UHRF1	238	334	1958	776	480
MIR4747	0	0	0	0	0
KDM4B	3229	2955	3248	3208	3893
PTPRS	3031	5295	2348	3752	3575
LOC105372253	5	5	4	23	20
LOC105372252	0	0	0	1	0
ZNRF4	3	0	1	0	1
LOC124904622	1	0	0	0	1
TINCR	286	10	9	94	44
SAFB2	7734	1507	2285	2196	2908
SAFB	10035	2228	3866	4297	4858
LOC107985320	89	7	21	18	29
MICOS13	1192	1314	1200	1490	1471
HSD11B1L	118	356	232	400	387
RPL36	7276	6663	7089	7332	7741
LONP1	4929	4370	3716	2462	4017
CATSPERD	16	0	2	1	2
PRR22	26	48	54	41	47
DUS3L	2603	685	927	889	911
NRTN	253	523	174	746	745
FUT6	14	1	7	4	2
FUT3	47	1	3	13	6
LOC101928844	11	2	0	9	3
FUT5	57	2	2	74	32
NDUFA11	3772	4728	3068	5650	5212
VMAC	120	191	107	134	184
CAPS	136	171	86	120	186
RANBP3	3310	1967	2086	3600	3415
RANBP3-DT	4	14	12	11	13
RFX2	58	220	121	233	200
LOC105372255	20	13	8	34	20
ACSBG2	8	8	10	11	12
MLLT1	3894	5174	3249	4157	5776
ACER1	27	4	2	8	13
CLPP	1915	1247	2133	1280	1408
ALKBH7	1063	2830	1590	1584	1961
PSPN	119	22	28	9	22
GTF2F1	6438	3020	4232	2312	4061
MIR6885	0	0	0	0	0
MIR6790	0	0	0	0	0
LOC390877	2	2	4	1	6
KHSRP	12708	7147	10307	6098	7633
MIR3940	0	0	0	0	0
SLC25A41	33	6	27	59	37
SLC25A23	1516	3040	3874	3762	4115
CRB3	362	6	288	35	17
DENND1C	548	8	389	14	16
TUBB4A	54	198	108	286	102
TNFSF9	242	20	41	21	52
CD70	6	0	0	3	0
TNFSF14	1	9	10	2	24
C3	404	3518	493	68	2602
GPR108	2018	1002	1117	782	960
MIR6791	0	0	0	0	0
TRIP10	1293	1399	2127	1437	2055
LOC124904623	8	1	5	2	1
SH2D3A	309	41	334	9	44
VAV1	9	1	5	0	1
ADGRE1	9	0	2	0	0
LOC105372256	2	0	0	0	0
ADGRE4P	9	0	2	0	1
FLJ25758	1	0	0	0	0
LOC112268245	0	0	0	0	0
MBD3L2B	1	0	0	0	0
MBD3L5	0	0	0	0	0
MBD3L4	0	0	1	0	0
MBD3L2	0	0	0	0	0
MBD3L3	3	0	0	0	0
ZNF557	588	166	300	315	322
LOC124904625	9	5	10	18	30
INSR	1223	1581	878	3005	2958
LOC124904626	0	1	0	1	2
ARHGEF18	6293	1485	2693	1148	1696
LOC107985284	10	8	4	5	9
PEX11G	8	30	5	16	26
TEX45	2	3	2	5	4
ZNF358	1224	2178	1382	1871	1812
LOC105372261	6	3	2	1	3
MCOLN1	1196	452	502	355	442
PNPLA6	5892	1303	2371	875	1276
CAMSAP3	1446	122	487	469	251
MIR6792	0	0	0	0	0
XAB2	3883	1295	1433	2264	1974
STXBP2	1995	266	900	319	253
PET100	96	16	27	25	22
PCP2	32	9	8	12	7
RPS27AP19	2	0	0	0	1
RETN	1	0	0	0	0
MCEMP1	4	2	0	4	6
TRAPPC5	1863	1323	1111	1211	1395
FCER2	4	0	1	2	0
LOC105372262	0	0	0	0	0
CLEC4G	1	0	0	0	0
CD209	1	0	0	0	1
CLEC4M	0	0	5	0	0
LOC105372263	1	0	2	0	0
CLEC4GP1	2	0	2	1	0
LOC124904628	4	0	2	1	0
EVI5L	1605	2050	1119	1668	1992
PRR36	63	260	54	543	438
LYPLA2P2	8	4	12	1	1
LRRC8E	468	52	103	68	147
LOC124904630	2	2	2	3	4
MAP2K7	1932	1371	1358	1155	1421
TGFBR3L	36	44	37	25	47
SNAPC2	692	694	766	757	723
CTXN1	147	278	767	397	312
LOC124904629	0	6	11	3	4
TIMM44	3482	1437	1571	2615	2615
ELAVL1	4554	2211	3947	3550	3600
LOC105372266	33	48	41	50	33
CCL25	21	7	3	8	2
FBN3	94	332	625	145	82
CERS4	2021	733	522	920	929
LOC107985282	1	2	0	4	4
CD320	1001	1110	1595	743	810
NDUFA7	987	719	574	1079	1017
RPS28	9660	11386	8083	6235	6799
KANK3	45	10	18	20	30
ANGPTL4	57	214	387	32	87
RAB11B-AS1	64	161	56	120	119
LOC124904632	14	12	23	39	28
MIR4999	1	1	2	0	0
RAB11B	3905	3125	2682	2392	2540
MARCHF2	449	1012	769	796	793
HNRNPM	17330	5215	13384	8918	9599
PRAM1	6	2	4	6	3
ZNF414	263	334	260	438	462
MYO1F	33	39	37	23	45
LOC124904633	5	0	7	4	5
ADAMTS10	562	1606	864	501	929
NFILZ	7	0	2	2	1
ACTL9	1	0	2	0	0
OR2Z1	1	0	0	0	0
ZNF558	867	366	631	727	657
MBD3L1	4	0	2	2	0
MUC16	50	7	38	2	1
OR1M1	1	0	4	0	0
OR7G2	8	0	0	3	0
OR7G1	1	0	1	0	0
OR7G3	2	0	0	0	0
ZNF317	4275	606	1066	1118	1326
OR7D2	7	2	1	1	0
OR7E24	0	0	0	0	0
OR7D4	3	0	2	2	0
ZNF699	1038	107	231	196	179
ZNF559	325	187	214	274	209
ZNF559-ZNF177	1	1	1	5	1
ZNF177	0	0	0	0	0
LOC112268250	4	20	7	3	2
ZNF266	1489	334	535	1142	1085
LOC105372269	24	11	13	8	1
ZNF560	37	33	42	6	9
LOC105372268	16	1	6	7	1
ZNF426	2849	431	720	824	850
ZNF426-DT	155	35	30	30	23
ZNF121	2562	502	988	1312	950
LOC105376914	0	0	0	0	0
ZNF561	963	428	1123	1550	1731
ZNF561-AS1	96	78	51	259	260
ZNF562	1278	492	1125	875	1026
ZNF812P	1	2	1	2	3
LOC105372270	1	2	0	0	0
ZNF846	249	361	315	390	530
LOC100505555	13	17	29	9	20
LOC124904635	3	1	3	3	5
FBXL12	3156	1229	1750	1123	1336
LOC124900430	6	9	3	5	3
UBL5	7728	3138	3849	3762	3074
PIN1-DT	2	0	3	2	5
PIN1	3246	2498	2822	3612	3249
OLFM2	1692	356	784	393	424
LOC124904636	5	0	0	1	1
COL5A3	39	42	84	58	196
RDH8	3	0	3	2	1
MIR5589	0	0	0	0	0
C3P1	4	0	5	2	0
SHFL	194	465	189	73	265
ANGPTL6	165	51	470	3	3
PPAN	351	114	178	68	143
PPAN-P2RY11	0	0	0	0	0
SNORD105	0	0	0	0	0
SNORD105B	0	0	0	0	0
P2RY11	0	0	0	0	0
EIF3G	7619	3887	4634	4759	4850
DNMT1	2041	1471	3158	3537	3258
S1PR2	364	335	434	272	480
MIR4322	4	11	2	1	13
MRPL4	3090	1528	1957	1631	1633
LIMASI	1	0	1	0	1
ICAM1	452	141	982	147	317
ICAM4	21	92	4	20	46
ICAM5	46	332	18	66	168
FDX2-ZGLP1	7	1	0	5	3
ZGLP1	1	0	0	0	0
FDX2	0	0	0	0	0
RAVER1	2298	1217	1771	1209	1595
ICAM3	262	214	350	175	255
TYK2	2733	1776	1976	1205	1668
CDC37	5673	3981	5947	3569	4658
MIR1181	0	0	0	0	0
PDE4A	264	164	106	70	159
KEAP1	3433	1884	1990	2697	3022
S1PR5	46	762	716	3	139
ATG4D	1784	467	982	1460	1327
MIR1238	0	0	0	0	0
KRI1	707	556	676	899	1163
CDKN2D	223	196	277	258	223
AP1M2	276	20	285	5	15
SLC44A2	2459	3700	2732	2048	3706
ILF3-DT	510	412	357	696	610
ILF3	12926	7570	10765	10114	11718
QTRT1	832	1042	830	1018	1166
DNM2	8272	4155	4939	3833	5321
MIR638	0	0	1	0	0
LOC124904637	1	2	2	2	0
MIR4748	0	0	0	1	0
MIR199A1	3	0	0	0	2
MIR6793	0	0	0	0	1
TMED1	1994	1268	1468	1160	1345
C19orf38	36	33	9	14	11
HIKESHIP2	2	0	1	3	3
CARM1	2657	2132	2644	1491	2007
YIPF2	1864	1234	1505	464	935
TIMM29	1287	429	542	702	799
SMARCA4	3512	4552	7132	5530	5607
LDLR-AS1	0	2	1	1	4
LDLR	1158	2775	10782	1878	1987
MIR6886	0	0	0	0	0
SPC24	55	198	537	428	412
KANK2	1314	5378	2782	7968	9596
DOCK6	1014	746	677	316	666
LOC105372273	11	36	8	98	70
ANGPTL8	6	3	5	3	7
TSPAN16	9	1	2	1	2
HSPC102	1	0	1	0	0
RAB3D	865	602	1021	317	407
TMEM205	1715	1344	877	1200	1128
CCDC159	50	182	64	130	186
PLPPR2	1138	2923	1225	1186	2309
SWSAP1	190	96	113	87	75
EPOR	727	869	510	352	602
RGL3	219	4	173	8	4
ODAD3	32	10	12	30	23
PRKCSH	7490	6768	6304	2468	5461
ELAVL3	35	2	10	861	18
ZNF653	669	167	220	404	325
MIR7974	0	0	4	2	0
ECSIT	1808	968	958	1462	1515
CNN1	4795	6467	19315	25247	20002
ELOF1	2184	1117	1816	1094	1209
ACP5	11	0	6	9	4
LOC124904638	0	0	0	0	0
ZNF627	641	360	653	900	773
HNRNPA1P10	39	71	72	84	62
ZNF833P	64	9	10	20	14
ZNF823	452	63	231	131	129
ZNF441	326	135	162	408	335
LOC124904639	1	1	0	0	0
ZNF491	49	55	70	84	91
ZNF440	513	112	381	198	181
ZNF439	249	108	238	242	197
ZNF69	113	153	427	207	259
ZNF700	297	104	315	305	325
ZNF763	68	24	42	70	78
ZNF433-AS1	315	51	74	108	116
ZNF433	278	58	119	181	190
ZNF878	87	1	10	12	14
ZNF844	1426	187	309	630	527
ZNF788P	304	52	203	143	167
ZNF625-ZNF20	37	16	39	24	28
ZNF20	1	0	0	0	0
ZNF625	157	59	113	120	74
ZNF136	842	172	278	296	237
LOC100289333	64	8	50	20	31
ZNF44	1024	214	444	583	586
ZNF563	168	47	60	87	129
ZNF442	387	26	72	89	76
ZNF799	567	25	146	69	60
ZNF443	190	31	92	95	78
ZNF709	324	68	123	179	138
ZNF564	268	153	250	302	333
LINC02926	12	8	8	11	18
ZNF490	840	131	208	213	208
ZNF791	2619	420	783	763	1090
LOC105372279	37	1	10	20	11
MAN2B1	2335	3076	2128	1188	2550
WDR83	469	203	221	285	303
WDR83OS	1097	375	353	480	482
DHPS	1006	747	995	1155	988
GNG14	8	0	0	0	2
FBXW9	550	283	224	361	409
TNPO2	4437	2877	3655	2475	3506
SNORD135	0	0	0	0	0
SNORD41	0	0	0	0	0
TRIR	10198	5820	5868	4484	5308
GET3	4817	1390	1729	2328	2368
BEST2	10	0	0	11	4
HOOK2	571	670	564	932	1019
MIR5684	0	0	0	1	0
JUNB	1162	1166	2841	737	2251
PRDX2	4467	5204	4306	7787	8187
THSD8	3	2	1	1	1
RNASEH2A	358	357	911	818	589
RTBDN	7	1	6	2	2
LOC105372281	3	4	4	1	0
MAST1	35	41	20	297	50
MIR6794	0	0	0	0	0
DNASE2	489	1401	295	320	817
KLF1	1	2	0	3	3
GCDH	304	410	402	415	495
SYCE2	75	31	22	68	53
MIR5695	1	0	0	5	3
FARSA	5821	1887	3004	2351	3102
FARSA-AS1	2	2	2	3	4
CALR	103328	31980	38429	11825	21696
MIR6515	0	0	0	0	0
RAD23A	1201	1737	1992	3053	3448
GADD45GIP1	2914	1509	2073	2478	2209
DAND5	5	65	7	60	100
NFIX	405	3160	323	585	2471
LOC107985286	0	1	0	0	1
LYL1	61	103	268	44	78
LOC105372282	0	0	0	0	0
TRMT1	2640	978	1470	1162	1234
NACC1	6566	3227	7515	1981	3073
STX10	931	1114	1010	921	1048
IER2	3197	1435	3313	1724	2729
CACNA1A	69	20	38	18	30
LOC107985287	1	0	0	0	0
LOC105372284	0	0	3	2	0
YJU2B	1085	763	922	826	914
MRI1	495	679	919	670	765
C19orf53	3950	2432	2774	2630	2683
ZSWIM4	996	360	526	370	292
LOC107985334	8	7	8	7	2
MIR23AHG	216	211	544	144	276
MIR24-2	0	0	0	0	0
MIR27A	0	0	0	0	0
MIR23A	0	0	0	0	0
NANOS3	33	33	11	32	12
MIR181C	0	0	0	1	0
MIR181D	1	0	1	2	1
BRME1	88	58	73	93	85
CC2D1A	2316	753	875	982	1221
PODNL1	57	37	12	10	280
DCAF15	1914	680	1368	1129	1040
RFX1	971	520	496	462	653
RLN3	1	0	0	0	0
IL27RA	93	82	252	70	126
PALM3	15	21	118	12	11
MISP3	62	60	56	39	64
MIR1199	0	0	0	0	0
C19orf67	0	1	3	0	4
SAMD1	351	862	1839	1012	970
PRKACA	3503	3754	3165	4507	5863
SMIM46	2	1	2	1	1
LOC124904642	2	9	4	3	8
ASF1B	243	93	485	329	304
ADGRL1-AS1	48	64	54	70	70
ADGRL1	1377	2860	1789	1518	2063
LINC01841	1	0	0	1	1
LINC01842	4	0	0	0	0
ADGRE5	133	132	46	26	79
DDX39A	2369	845	2343	2034	1668
PKN1	5531	4861	4041	5211	5898
PTGER1	13	4	11	6	5
GIPC1	6727	4619	5752	2755	3951
DNAJB1	12185	2750	4403	2637	3565
TECR	844	1333	1329	1686	1462
MIR639	0	0	0	0	0
NDUFB7	3137	2596	2154	3119	2812
CLEC17A	6	0	1	1	0
ADGRE3	4	0	3	1	2
SNORA104	359	407	749	573	671
ZNF333	521	345	276	414	467
ADGRE2	13	0	1	0	2
OR7C1	0	0	1	0	0
OR7A5	1	0	1	0	0
OR7A10	1	0	0	0	0
OR7A17	5	0	2	1	0
OR7C2	2	0	2	0	0
SLC1A6	7	0	6	25	12
CCDC105	2	0	2	0	0
CASP14	2	0	0	0	0
OR1I1	10	0	5	3	0
SYDE1	3536	2427	3385	1573	2465
ILVBL	2281	2889	1810	1905	2798
NOTCH3	1924	6427	5252	1204	2127
MIR6795	0	0	0	0	0
EPHX3	16	5	15	14	8
BRD4	5546	2454	3687	2641	3578
LOC124904643	35	7	11	4	22
AKAP8	3193	668	1242	1143	1376
AKAP8L	5952	2226	1815	5432	4798
WIZ	2686	2891	3013	2191	3008
MIR1470	0	0	0	0	0
RASAL3	4	2	3	9	0
PGLYRP2	1	0	3	0	0
CYP4F22	14	0	5	4	1
LOC124904644	0	0	1	0	0
CYP4F8	3	0	2	0	0
CYP4F3	11	0	6	0	0
CYP4F12	1	0	1	0	1
OR10H2	0	0	0	0	0
OR10H3	0	0	2	0	0
CYP4F24P	2	0	1	0	5
OR10H5	10	0	0	2	2
OR10H1	6	1	0	1	0
LOC124900418	1	0	2	0	1
UCA1	2	0	1	0	0
CLEC4OP	0	0	1	0	0
CYP4F2	5	0	1	1	0
CYP4F11	1	0	1	0	0
OR10H4	0	0	0	0	0
LOC105372291	0	0	0	0	0
LINC00661	4	0	1	5	0
LINC00905	0	0	0	0	0
LINC01855	0	0	0	0	0
TPM4	24157	32588	58850	10349	21767
RAB8A	3701	1438	2507	1670	1976
HSH2D	16	0	6	5	1
CIB3	4	0	1	3	0
FAM32A	354	161	136	284	277
LOC124904646	16	8	8	2	13
AP1M1	2943	1971	2589	2379	2602
KLF2	379	1499	433	191	943
EPS15L1	1346	1235	1239	2147	2218
CALR3	4	0	1	1	0
C19orf44	214	123	168	242	226
CHERP	3545	1109	1515	1275	1699
SLC35E1	3762	1738	2886	1199	1863
LOC105372295	34	27	31	16	26
MED26	1391	342	518	443	617
LOC105372296	10	14	30	5	17
SMIM7	2448	1446	1557	1702	1688
LOC124904647	34	16	25	19	22
TMEM38A	319	265	158	583	671
NWD1	19	0	5	15	10
LOC124904648	3	3	2	0	2
SIN3B	3360	1832	2471	2222	2765
F2RL3	3	1	9	3	2
CPAMD8	73	111	119	123	96
HAUS8	293	153	348	306	226
MYO9B	5327	2696	5978	2715	4188
SNORA118	1	0	1	0	1
USE1	715	490	342	754	791
OCEL1	150	244	190	137	196
NR2F6	3576	2823	4269	2109	2820
USHBP1	13	0	7	2	3
BABAM1	3429	1854	1793	2168	2281
ANKLE1	125	15	65	78	58
ABHD8	456	572	344	532	601
MRPL34	1140	899	727	1401	1293
DDA1	3198	1836	2657	1856	2175
ANO8	768	667	736	524	585
GTPBP3	508	413	688	341	455
PLVAP	5	4	78	0	0
LOC105372298	1	0	0	0	0
CCDC194	7	8	4	4	3
BST2	619	915	456	98	622
BISPR	8	20	15	3	13
MVB12A	708	865	861	771	777
TMEM221	10	116	15	25	76
NXNL1	0	0	0	0	1
SLC27A1	502	755	385	389	514
PGLS-DT	41	13	22	24	35
PGLS	326	836	684	557	657
NIBAN3	45	10	13	25	18
COLGALT1	2547	4288	7417	2366	3393
UNC13A	14	42	58	394	108
MAP1S	3317	990	1568	1570	1634
LOC124904649	5	0	3	4	2
FCHO1	63	95	24	142	21
B3GNT3	3	1	3	4	2
INSL3	4	5	0	1	2
JAK3	59	255	210	44	87
RPL18A	13727	22811	15816	15499	16377
SNORA68	25	6	8	9	4
SLC5A5	3	1	8	3	1
CCDC124	3419	1924	2560	2021	2268
KCNN1	19	83	35	206	47
ARRDC2	142	42	80	28	23
IL12RB1	5	0	1	4	0
MAST3	413	450	240	238	395
LOC124904650	1	0	0	0	0
PIK3R2	2291	5082	3110	2941	4671
IFI30	51	36	14	35	116
MPV17L2	1577	558	1002	723	625
RAB3A	27	98	66	223	86
LOC102725254	0	4	2	13	9
PDE4C	122	71	8	48	75
LOC729966	3	0	1	0	0
IQCN	20	13	15	47	31
JUND	8545	5343	7789	3873	5037
MIR3188	0	0	0	0	0
LOC124904652	36	9	10	14	22
LOC124904653	5	5	5	9	5
LSM4	2582	1359	2164	2513	1893
LOC105372300	10	9	11	15	17
LOC124904654	1	3	0	1	3
PGPEP1	1687	1385	941	1577	2363
GDF15	1466	153	981	566	1694
MIR3189	0	0	1	1	3
LRRC25	3	5	0	3	15
SSBP4	647	2227	2177	1292	1592
ISYNA1	4961	8655	4719	9206	9214
ELL	2922	601	944	771	1302
FKBP8	10700	7452	6295	6631	7496
KXD1	2736	2007	2397	1475	1720
UBA52	12308	12656	12062	9705	9638
REX1BD	324	989	677	587	768
CRLF1	22	32	98	6	4
TMEM59L	479	1110	193	266	335
KLHL26	2059	422	380	498	552
CRTC1	526	1069	494	938	1230
COMP	10	41	26	7	27
UPF1	14652	3232	4423	3042	4667
CERS1	102	52	60	28	61
GDF1	0	0	0	0	0
COPE	11344	5161	5029	4442	4958
DDX49	5460	1381	1458	1540	1709
HOMER3	1421	888	1692	938	1485
HOMER3-AS1	16	7	6	9	11
SUGP2	2610	3602	3780	5388	6095
ARMC6	671	798	1202	753	976
LOC124904655	6	0	1	1	3
SLC25A42	618	418	294	372	466
TMEM161A	720	826	622	610	705
BORCS8-MEF2B	0	0	0	0	0
MEF2B	0	1	1	2	2
BORCS8	183	130	156	157	210
RFXANK	494	743	1217	866	946
NR2C2AP	212	77	187	155	137
NCAN	12	9	3	677	43
HAPLN4	87	43	60	54	238
TM6SF2	43	48	80	65	71
SUGP1	2173	886	889	1417	1259
MAU2	3825	1739	1519	2380	2871
LOC124904656	2	0	0	4	2
GATAD2A	4876	2126	4868	2075	2854
MIR640	0	0	0	0	1
TSSK6	118	45	41	54	51
NDUFA13	5611	4215	2906	6568	5466
YJEFN3	833	310	162	454	405
CILP2	113	772	71	70	845
PBX4	24	68	50	49	60
LPAR2	220	169	252	184	127
GMIP	497	492	628	257	517
ATP13A1	2996	1795	1981	1558	2179
ZNF101	548	63	244	178	165
ZNF14	347	100	181	355	242
LOC101060187	17	14	7	24	10
LINC00663	127	101	53	127	119
ZNF56P	16	21	18	12	15
ZNF506	382	247	409	523	516
LOC124904664	46	6	41	13	11
ZNF253	349	130	299	616	371
ZNF93	355	169	624	497	247
LOC124904665	13	4	13	26	2
ZNF682	183	64	180	322	218
LOC105372308	9	4	8	5	5
LOC105372309	6	3	1	1	1
ZNF90	159	18	89	86	39
LOC105372310	357	146	394	331	183
LOC124904662	88	7	21	15	10
LOC124904667	0	0	0	0	0
ZNF486	597	100	311	216	181
LOC102724427	5	0	1	1	2
LOC105372314	0	0	0	0	0
LOC124904660	14	4	28	18	7
ZNF826P	41	15	60	69	26
MIR1270	0	0	0	1	0
LOC124904663	4	2	3	11	3
LOC105372317	0	0	0	0	0
LOC105372316	1	0	0	2	1
ZNF737	405	213	478	412	324
LOC105372318	2	2	1	5	3
ZNF626	548	206	377	449	399
LOC105372319	4	2	2	3	2
ZNF66	159	21	104	69	39
ZNF85	293	85	188	200	149
LOC112268247	1	0	0	0	1
ZNF430	950	90	359	255	188
ZNF714	2156	263	914	646	428
