	day7_rep1_wt	day7_rep2_wt	day7_rep1_mut	day7_rep2_mut
LSM7	160	119	189	161
SPPL2B	140	183	164	165
TMPRSS9	30	26	19	22
LOC124904612	1	1	3	1
TIMM13	389	275	489	427
LMNB2	1561	1595	1471	1343
MIR7108	0	0	0	0
LINC01775	0	0	0	0
GADD45B	59	60	156	153
LOC124904614	0	1	0	1
GNG7	35	18	39	37
LOC124904789	0	0	0	0
MIR7850	0	0	0	0
DIRAS1	13	16	21	17
SLC39A3	44	59	84	54
SGTA	514	467	455	434
THOP1	317	344	293	271
ZNF554	51	57	51	39
ZNF555	19	17	13	19
ZNF556	0	1	0	0
ZNF57	2	2	0	0
ZNF77	64	51	56	60
TLE6	6	4	11	12
TLE2	33	52	85	77
TLE5	415	453	601	472
LOC105372242	0	0	0	0
GNA11	222	310	198	177
LOC124904615	2	0	3	2
GNA15	1	1	0	1
GNA15-DT	0	0	0	0
S1PR4	0	0	0	0
NCLN	340	399	355	352
CELF5	4	8	10	8
LOC105372244	0	0	0	0
NFIC	342	352	287	264
SMIM24	2	2	1	5
SMIM44	0	0	0	0
LOC105372246	3	0	2	0
DOHH	17	22	16	9
LOC105372245	2	1	3	0
FZR1	117	108	100	71
LOC124904617	7	8	10	6
MFSD12	82	83	81	59
TEKTIP1	10	6	6	8
LOC124904618	3	2	0	4
HMG20B	72	103	52	75
GIPC3	26	23	55	61
TBXA2R	1	4	10	10
CACTIN-AS1	1	0	1	0
CACTIN	90	76	81	67
PIP5K1C	341	396	243	223
TJP3	9	9	21	20
APBA3	21	27	25	16
LOC105372248	0	0	0	0
MRPL54	115	90	116	90
RAX2	0	2	1	1
MATK	2	2	6	1
ZFR2	57	52	56	46
ATCAY	11	14	19	15
NMRK2	23	14	42	46
DAPK3	84	100	180	157
MIR637	0	0	0	2
EEF2	16128	14793	18523	17345
SNORD37	0	2	1	1
PIAS4	232	207	179	180
ZBTB7A	125	176	100	88
MAP2K2	433	455	484	413
CREB3L3	4	12	3	2
SIRT6	35	32	34	16
ANKRD24	13	17	12	10
EBI3	0	2	1	2
YJU2	187	135	146	134
SHD	119	134	110	106
TMIGD2	0	3	2	4
FSD1	59	51	55	54
STAP2	43	36	42	46
MPND	73	84	76	80
SH3GL1	439	580	540	488
CHAF1A	775	744	948	831
UBXN6	27	26	29	22
MIR4746	0	0	0	0
HDGFL2	293	271	271	207
PLIN4	32	52	40	23
PLIN5	49	31	62	54
LRG1	5	5	4	0
SEMA6B	150	146	152	111
LOC105372249	17	20	4	14
TNFAIP8L1	70	84	53	45
MYDGF	282	149	233	216
DPP9	395	405	365	326
DPP9-AS1	7	9	8	5
LOC105372250	5	5	3	2
TRG-TCC1-1	0	0	0	0
TRV-CAC3-1	0	0	0	0
MIR7-3HG	0	2	3	2
MIR7-3	0	0	0	0
LOC124904620	0	0	0	0
FEM1A	389	374	396	346
TICAM1	8	5	10	7
PLIN3	178	146	120	111
ARRDC5	7	5	8	10
UHRF1	705	568	566	610
MIR4747	1	1	0	0
KDM4B	963	1182	779	758
PTPRS	3315	3549	2358	2148
LOC105372253	2	0	0	1
LOC105372252	2	2	0	1
ZNRF4	0	0	0	0
LOC124904622	0	0	0	0
TINCR	4	11	6	0
SAFB2	640	577	624	612
SAFB	1183	1140	1218	1237
LOC107985320	28	51	51	39
MICOS13	49	40	58	41
HSD11B1L	9	13	11	11
RPL36	986	626	1199	949
LONP1	564	465	837	773
CATSPERD	3	4	2	3
PRR22	11	22	25	20
DUS3L	95	117	107	116
NRTN	8	4	5	3
FUT6	0	3	2	1
FUT3	6	2	5	5
LOC101928844	0	1	3	1
FUT5	4	3	3	3
NDUFA11	687	365	651	474
VMAC	18	38	17	13
CAPS	4	5	8	2
RANBP3	859	733	744	695
RANBP3-DT	8	7	7	1
RFX2	46	47	40	44
LOC105372255	17	14	7	15
ACSBG2	25	34	16	37
MLLT1	497	532	410	380
ACER1	1	0	0	0
CLPP	191	144	169	150
ALKBH7	143	90	117	103
PSPN	2	0	0	1
GTF2F1	394	354	415	364
MIR6885	0	0	0	0
MIR6790	0	0	0	0
LOC390877	0	1	1	0
KHSRP	1123	1411	1262	1142
MIR3940	0	0	0	0
SLC25A41	6	4	2	0
SLC25A23	565	667	623	584
CRB3	4	7	45	33
DENND1C	20	31	98	75
TUBB4A	36	54	52	45
TNFSF9	37	24	63	55
CD70	8	10	3	5
TNFSF14	7	18	28	22
C3	82	105	133	149
GPR108	311	372	408	371
MIR6791	2	1	0	0
TRIP10	228	207	262	228
LOC124904623	5	2	0	4
SH2D3A	7	6	24	23
VAV1	0	0	2	2
ADGRE1	0	0	0	0
LOC105372256	0	0	0	0
ADGRE4P	0	0	0	0
FLJ25758	0	0	0	0
LOC112268245	0	0	0	0
MBD3L2B	0	0	0	0
MBD3L5	0	0	0	0
MBD3L4	0	0	0	0
MBD3L2	0	0	0	0
MBD3L3	0	0	0	0
ZNF557	441	389	373	353
LOC124904625	39	44	42	50
INSR	480	446	510	458
LOC124904626	12	7	13	14
ARHGEF18	343	301	341	352
LOC107985284	1	1	1	2
PEX11G	2	4	5	4
TEX45	0	0	4	0
ZNF358	101	151	135	114
LOC105372261	0	1	1	0
MCOLN1	71	112	114	95
PNPLA6	94	121	102	91
CAMSAP3	40	39	88	65
MIR6792	0	0	0	0
XAB2	242	321	323	343
STXBP2	92	85	119	133
PET100	7	3	9	3
PCP2	5	10	10	5
RPS27AP19	0	0	0	0
RETN	0	0	0	0
MCEMP1	2	1	1	1
TRAPPC5	169	162	136	125
FCER2	0	1	0	0
LOC105372262	0	0	0	0
CLEC4G	0	0	0	0
CD209	0	0	0	0
CLEC4M	0	0	0	0
LOC105372263	2	0	1	1
CLEC4GP1	0	0	0	0
LOC124904628	0	1	1	0
EVI5L	21	32	21	18
PRR36	44	94	124	112
LYPLA2P2	0	1	1	0
LRRC8E	5	12	10	10
LOC124904630	1	1	3	0
MAP2K7	268	270	335	285
TGFBR3L	2	4	3	0
SNAPC2	53	58	51	39
CTXN1	4	9	6	8
LOC124904629	0	0	0	0
TIMM44	201	206	277	297
ELAVL1	2270	2118	1827	1696
LOC105372266	14	12	21	17
CCL25	2	1	2	1
FBN3	343	377	357	375
CERS4	52	80	37	27
LOC107985282	1	0	2	1
CD320	170	132	194	157
NDUFA7	326	304	311	248
RPS28	708	349	896	658
KANK3	0	0	7	6
ANGPTL4	15	9	26	27
RAB11B-AS1	28	21	67	49
LOC124904632	68	70	89	82
MIR4999	0	0	0	1
RAB11B	307	435	381	356
MARCHF2	33	37	26	30
HNRNPM	3246	2585	3190	3167
PRAM1	9	10	8	9
ZNF414	106	150	116	113
MYO1F	31	21	17	21
LOC124904633	9	3	1	5
ADAMTS10	14	21	27	16
NFILZ	0	1	2	1
ACTL9	0	0	0	0
OR2Z1	0	0	0	0
ZNF558	5	6	117	152
MBD3L1	0	0	0	0
MUC16	66	83	259	329
OR1M1	1	0	0	0
OR7G2	0	0	0	0
OR7G1	0	0	0	0
OR7G3	0	0	0	0
ZNF317	402	434	379	355
OR7D2	0	0	0	0
OR7E24	0	0	0	0
OR7D4	0	0	0	0
ZNF699	6	12	1	0
ZNF559	24	26	0	0
ZNF559-ZNF177	1	1	0	0
ZNF177	0	0	0	0
LOC112268250	2	1	0	0
ZNF266	320	295	293	334
LOC105372269	0	2	2	2
ZNF560	1	0	2	2
LOC105372268	1	3	4	1
ZNF426	404	442	448	530
ZNF426-DT	2	2	6	6
ZNF121	898	1198	1067	1371
LOC105376914	0	1	1	0
ZNF561	518	602	491	560
ZNF561-AS1	59	76	55	51
ZNF562	162	189	495	621
ZNF812P	0	1	1	0
LOC105372270	1	0	0	0
ZNF846	129	164	123	163
LOC100505555	12	0	3	2
LOC124904635	0	2	3	2
FBXL12	429	425	442	441
LOC124900430	1	2	0	2
UBL5	563	398	596	486
PIN1-DT	3	0	0	1
PIN1	187	171	193	160
OLFM2	446	577	350	355
LOC124904636	0	2	2	1
COL5A3	1	1	2	2
RDH8	0	0	0	0
MIR5589	0	0	0	0
C3P1	0	0	0	0
SHFL	5	2	1	3
ANGPTL6	2	4	2	0
PPAN	16	10	24	13
PPAN-P2RY11	0	0	0	0
SNORD105	0	0	0	0
SNORD105B	0	0	0	0
P2RY11	0	0	0	0
EIF3G	841	563	915	775
DNMT1	2491	2628	2628	2511
S1PR2	252	174	184	169
MIR4322	2	4	1	0
MRPL4	187	210	203	178
LIMASI	0	2	1	0
ICAM1	10	11	42	22
ICAM4	11	10	6	7
ICAM5	5	4	1	1
FDX2-ZGLP1	1	0	1	0
ZGLP1	0	0	0	0
FDX2	0	0	0	0
RAVER1	686	844	623	628
ICAM3	42	70	49	35
TYK2	161	136	117	101
CDC37	646	542	669	581
MIR1181	0	0	0	0
PDE4A	93	109	87	80
KEAP1	372	298	324	248
S1PR5	76	61	30	33
ATG4D	85	73	58	59
MIR1238	0	0	0	0
KRI1	162	148	272	223
CDKN2D	15	17	26	29
AP1M2	27	24	106	102
SLC44A2	1483	1523	1919	1742
ILF3-DT	40	24	36	19
ILF3	7920	6763	8154	7838
QTRT1	91	51	94	95
DNM2	701	774	818	791
MIR638	0	1	0	0
LOC124904637	24	13	13	13
MIR4748	4	5	6	4
MIR199A1	0	0	0	0
MIR6793	0	0	0	0
TMED1	195	158	180	176
C19orf38	5	2	4	2
HIKESHIP2	0	1	1	0
CARM1	715	795	809	735
YIPF2	248	230	317	252
TIMM29	82	70	90	62
SMARCA4	4158	3781	4073	3676
LDLR-AS1	1	4	1	0
LDLR	1123	1064	952	800
MIR6886	0	0	0	0
SPC24	194	105	168	140
KANK2	622	487	634	590
DOCK6	213	200	315	334
LOC105372273	3	2	5	3
ANGPTL8	0	2	0	3
TSPAN16	0	0	0	0
HSPC102	1	0	0	0
RAB3D	91	81	115	119
TMEM205	99	67	98	70
CCDC159	13	13	9	6
PLPPR2	11	22	19	12
SWSAP1	34	47	33	24
EPOR	199	217	101	102
RGL3	52	55	82	73
ODAD3	8	8	3	3
PRKCSH	1106	1278	1366	1288
ELAVL3	0	1	1	1
ZNF653	16	21	16	23
MIR7974	1	0	1	0
ECSIT	81	103	103	73
CNN1	406	380	632	635
ELOF1	1536	772	1469	1199
ACP5	0	0	1	4
LOC124904638	2	0	0	1
ZNF627	357	383	392	414
HNRNPA1P10	16	12	12	20
ZNF833P	16	28	23	22
ZNF823	41	92	99	96
ZNF441	5	6	14	15
LOC124904639	0	0	0	0
ZNF491	15	19	14	19
ZNF440	70	65	81	90
ZNF439	0	2	1	1
ZNF69	56	73	76	80
ZNF700	187	219	195	215
ZNF763	11	24	39	43
ZNF433-AS1	24	37	47	48
ZNF433	65	68	103	114
ZNF878	14	32	23	25
ZNF844	155	175	291	305
ZNF788P	74	77	183	168
ZNF625-ZNF20	149	130	180	190
ZNF20	0	0	0	0
ZNF625	204	145	195	228
ZNF136	95	145	79	134
LOC100289333	5	5	7	3
ZNF44	281	260	519	607
ZNF563	4	5	5	8
ZNF442	13	34	38	65
ZNF799	25	51	60	79
ZNF443	40	66	83	97
ZNF709	23	28	35	51
ZNF564	150	224	169	199
LINC02926	4	10	3	8
ZNF490	200	179	201	155
ZNF791	215	300	248	306
LOC105372279	25	25	21	22
MAN2B1	290	327	308	300
WDR83	45	40	40	45
WDR83OS	212	116	198	185
DHPS	310	199	241	208
GNG14	6	5	2	6
FBXW9	40	45	40	23
TNPO2	1120	1154	1108	1095
SNORD135	0	0	1	0
SNORD41	0	0	0	1
TRIR	403	252	432	319
GET3	356	297	332	306
BEST2	1	1	1	0
HOOK2	47	64	74	74
MIR5684	0	0	0	0
JUNB	26	34	57	43
PRDX2	2128	1749	1637	1545
THSD8	0	0	0	0
RNASEH2A	462	264	396	402
RTBDN	2	1	1	3
LOC105372281	0	1	1	1
MAST1	23	24	17	11
MIR6794	0	0	0	0
DNASE2	49	41	57	50
KLF1	96	76	22	27
GCDH	110	100	118	104
SYCE2	23	17	26	34
MIR5695	0	0	0	0
FARSA	382	281	329	328
FARSA-AS1	3	4	8	1
CALR	2880	2533	2760	2558
MIR6515	0	0	0	0
RAD23A	222	313	305	257
GADD45GIP1	119	125	92	74
DAND5	1	0	0	1
NFIX	3	3	2	4
LOC107985286	0	0	0	0
LYL1	7	6	16	17
LOC105372282	0	0	0	0
TRMT1	159	138	196	190
NACC1	1001	963	1060	895
STX10	41	26	26	29
IER2	150	94	418	344
CACNA1A	134	162	112	96
LOC107985287	1	0	0	0
LOC105372284	0	1	1	0
YJU2B	100	100	130	131
MRI1	182	183	219	177
C19orf53	736	408	721	656
ZSWIM4	71	74	96	85
LOC107985334	10	5	6	3
MIR23AHG	26	20	43	31
MIR24-2	0	0	0	0
MIR27A	0	0	0	0
MIR23A	0	0	0	0
NANOS3	2	0	2	2
MIR181C	0	0	0	0
MIR181D	0	0	0	0
BRME1	8	9	7	7
CC2D1A	77	100	89	93
PODNL1	4	3	4	5
DCAF15	205	185	248	223
RFX1	64	110	93	79
RLN3	3	4	2	0
IL27RA	30	30	33	29
PALM3	11	7	11	13
MISP3	1	2	0	1
MIR1199	0	0	0	0
C19orf67	3	1	1	3
SAMD1	144	149	127	168
PRKACA	269	391	272	236
SMIM46	1	0	1	1
LOC124904642	2	0	1	0
ASF1B	299	272	293	253
ADGRL1-AS1	34	36	26	15
ADGRL1	1078	1238	966	876
LINC01841	2	2	2	1
LINC01842	0	0	0	0
ADGRE5	12	12	8	11
DDX39A	1117	769	978	974
PKN1	213	199	310	265
PTGER1	0	6	1	2
GIPC1	68	102	80	80
DNAJB1	538	459	400	360
TECR	550	638	592	552
MIR639	0	0	0	0
NDUFB7	231	156	217	187
CLEC17A	0	1	0	0
ADGRE3	0	0	0	0
SNORA104	120	140	120	168
ZNF333	68	51	54	48
ADGRE2	1	0	0	1
OR7C1	0	0	0	0
OR7A5	0	0	0	0
OR7A10	0	0	0	0
OR7A17	0	0	0	0
OR7C2	0	0	0	0
SLC1A6	69	64	36	53
CCDC105	0	0	0	0
CASP14	0	0	0	0
OR1I1	0	0	1	0
SYDE1	92	135	95	72
ILVBL	240	214	225	247
NOTCH3	981	1445	1067	964
MIR6795	0	0	0	0
EPHX3	79	52	48	60
BRD4	2328	2494	2702	2515
LOC124904643	15	12	9	4
AKAP8	498	456	535	535
AKAP8L	423	398	426	422
WIZ	575	802	553	520
MIR1470	0	0	0	0
RASAL3	0	2	0	3
PGLYRP2	0	0	0	0
CYP4F22	0	0	0	0
LOC124904644	0	0	0	0
CYP4F8	0	0	0	0
CYP4F3	0	0	0	0
CYP4F12	0	0	0	0
OR10H2	0	0	0	0
OR10H3	0	0	0	0
CYP4F24P	0	0	0	0
OR10H5	0	1	1	0
OR10H1	0	0	0	1
LOC124900418	0	0	0	0
UCA1	0	0	0	0
CLEC4OP	0	0	0	0
CYP4F2	0	0	0	0
CYP4F11	0	0	0	0
OR10H4	0	0	0	0
LOC105372291	0	0	0	0
LINC00661	0	0	1	0
LINC00905	0	0	0	0
LINC01855	0	0	1	0
TPM4	10997	10618	12088	12005
RAB8A	1088	965	818	801
HSH2D	0	0	7	0
CIB3	0	0	1	0
FAM32A	14	21	17	9
LOC124904646	9	3	4	2
AP1M1	294	284	260	192
KLF2	37	45	74	64
EPS15L1	496	547	444	442
CALR3	0	4	1	2
C19orf44	107	115	101	88
CHERP	415	548	516	459
SLC35E1	739	683	746	598
LOC105372295	3	5	6	11
MED26	107	124	122	90
LOC105372296	2	4	4	3
SMIM7	478	307	508	431
LOC124904647	23	24	46	39
TMEM38A	17	16	10	15
NWD1	0	0	2	3
LOC124904648	0	0	0	0
SIN3B	312	391	226	243
F2RL3	11	2	4	8
CPAMD8	79	107	65	88
HAUS8	363	273	345	309
MYO9B	742	822	670	644
SNORA118	1	3	4	1
USE1	95	94	91	98
OCEL1	44	50	50	61
NR2F6	658	797	645	582
USHBP1	3	1	7	10
BABAM1	608	401	553	510
ANKLE1	19	24	24	24
ABHD8	5	12	6	5
MRPL34	121	142	109	91
DDA1	171	195	164	158
ANO8	33	40	32	35
GTPBP3	68	65	71	70
PLVAP	7	11	167	181
LOC105372298	0	0	0	0
CCDC194	11	21	7	5
BST2	201	145	68	67
BISPR	77	43	36	30
MVB12A	43	68	50	45
TMEM221	14	3	4	4
NXNL1	1	0	0	0
SLC27A1	22	26	23	19
PGLS-DT	1	3	0	0
PGLS	156	152	159	154
NIBAN3	9	7	7	3
COLGALT1	264	251	313	268
UNC13A	4	8	10	13
MAP1S	128	211	135	117
LOC124904649	2	2	1	4
FCHO1	10	3	5	5
B3GNT3	0	1	1	0
INSL3	4	2	3	1
JAK3	49	43	27	34
RPL18A	5592	3597	6410	5458
SNORA68	5	4	5	4
SLC5A5	0	2	0	1
CCDC124	85	64	105	78
KCNN1	7	5	8	12
ARRDC2	2	10	12	9
IL12RB1	0	0	0	0
MAST3	77	78	63	74
LOC124904650	0	0	0	0
PIK3R2	243	268	166	163
IFI30	34	41	36	50
MPV17L2	364	295	259	247
RAB3A	10	14	1	2
LOC102725254	0	0	0	0
PDE4C	4	4	3	7
LOC729966	0	0	0	1
IQCN	38	26	61	46
JUND	134	108	249	210
MIR3188	0	0	0	0
LOC124904652	1	4	9	5
LOC124904653	4	3	0	3
LSM4	922	766	913	846
LOC105372300	10	12	10	7
LOC124904654	0	0	1	1
PGPEP1	51	43	36	30
GDF15	5	2	10	26
MIR3189	0	0	0	0
LRRC25	1	4	0	0
SSBP4	78	137	72	68
ISYNA1	2175	2519	1750	1700
ELL	148	161	133	127
FKBP8	218	274	265	251
KXD1	316	303	353	366
UBA52	3969	1854	4657	3733
REX1BD	118	109	87	71
CRLF1	4	6	6	6
TMEM59L	9	10	24	24
KLHL26	91	91	87	66
CRTC1	223	267	209	163
COMP	3	0	4	0
UPF1	667	584	733	616
CERS1	34	23	28	33
GDF1	0	0	0	0
COPE	310	358	317	301
DDX49	158	165	154	151
HOMER3	145	160	109	80
HOMER3-AS1	5	10	4	4
SUGP2	1529	1433	1179	1062
ARMC6	114	98	102	67
LOC124904655	5	7	2	7
SLC25A42	30	28	30	37
TMEM161A	216	233	191	189
BORCS8-MEF2B	0	0	0	0
MEF2B	0	0	0	0
BORCS8	44	46	42	53
RFXANK	139	122	102	105
NR2C2AP	53	40	80	70
NCAN	12	4	10	16
HAPLN4	83	84	66	58
TM6SF2	32	33	24	32
SUGP1	223	233	253	247
MAU2	563	634	574	515
LOC124904656	0	0	0	1
GATAD2A	1712	1431	1880	1618
MIR640	0	3	3	2
TSSK6	1	4	0	2
NDUFA13	163	97	188	139
YJEFN3	146	155	147	127
CILP2	13	10	9	11
PBX4	21	26	9	14
LPAR2	80	69	121	118
GMIP	20	23	34	21
ATP13A1	484	534	444	411
ZNF101	250	184	212	185
ZNF14	38	63	32	54
LOC101060187	0	1	0	1
LINC00663	3	0	4	1
ZNF56P	4	11	5	2
ZNF506	16	14	66	83
LOC124904664	48	51	70	54
ZNF253	295	391	318	453
ZNF93	703	799	1035	1107
LOC124904665	11	18	25	23
ZNF682	192	228	251	338
LOC105372308	50	50	56	63
LOC105372309	2	3	9	5
ZNF90	297	522	346	472
LOC105372310	624	682	626	1181
LOC124904662	18	21	27	34
LOC124904667	0	2	2	0
ZNF486	237	303	289	376
LOC102724427	0	1	1	0
LOC105372314	0	0	7	0
LOC124904660	0	0	0	0
ZNF826P	26	36	50	57
MIR1270	0	0	0	0
LOC124904663	11	23	10	18
LOC105372317	0	0	0	0
LOC105372316	1	0	0	0
ZNF737	136	161	149	206
LOC105372318	2	3	2	1
ZNF626	122	170	132	158
LOC105372319	5	1	1	4
ZNF66	150	270	210	330
ZNF85	317	310	395	540
LOC112268247	0	0	0	0
ZNF430	152	186	176	242
ZNF714	692	851	688	1127
ZNF431	497	537	512	772
ZNF708	500	520	576	635
ZNF738	628	486	672	700
ZNF493	108	133	121	114
LOC105372321	119	124	161	232
LINC00664	2	3	21	17
ZNF429	104	80	100	152
LOC124904670	1	0	0	0
LOC101929007	0	0	1	0
LOC105372323	0	0	0	1
LOC400682	0	0	1	1
ZNF100	220	274	230	339
CCNYL6	32	30	42	47
ZNF43	1096	1175	1185	1249
LOC105372324	0	0	0	0
LOC105372326	0	0	0	0
LOC105372325	0	0	0	0
ZNF208	0	0	0	0
LOC124904672	0	0	0	1
LOC112268248	0	0	0	1
ZNF257	0	0	0	1
ZNF676	0	0	0	0
ZNF729	0	0	0	0
LOC105372330	0	0	0	0
ZNF98	0	0	0	1
LOC105376917	0	0	0	0
LOC101929124	0	1	0	0
LINC01233	0	0	0	0
LOC105372331	0	0	0	0
GOLGA2P9	0	0	0	0
LOC100996349	0	0	0	0
LINC01785	0	0	0	0
ZNF492	0	0	0	0
ZNF99	0	0	0	0
ZNF723	0	1	0	1
LOC105372332	0	0	0	0
ZNF728	0	1	0	0
LINC01859	0	0	0	0
LINC01858	0	0	0	1
ZNF730	972	1077	1313	1382
ZNF724	518	700	595	895
IPO5P1	692	612	739	645
ZNF91	689	933	825	1135
LOC124904675	0	0	0	0
LOC124904674	0	0	1	0
LOC107985285	0	0	0	2
LINC01224	276	255	319	267
LOC105372335	11	14	21	12
LOC105372334	1	2	0	0
LOC105372337	0	0	0	0
LOC105372338	0	0	0	0
LOC105372339	0	0	0	2
ZNF675	225	306	274	362
ZNF681	110	156	158	192
RPSA2	266	284	300	397
LOC124904677	23	23	18	30
ZNF726	55	49	93	106
LOC100505851	4	2	5	0
ZNF254	1060	1166	1151	1168
HAVCR1P1	12	16	17	14
LOC124904678	0	5	0	0
LOC105372345	2	2	0	3
LINC00662	63	46	66	90
LINC02987	22	24	13	18
LOC105372348	0	0	0	0
LOC105372347	0	0	0	1
LOC105372346	0	0	0	2
LOC100420587	14	5	16	27
LOC105372349	1	1	1	1
LOC124904681	3	1	0	3
LOC102724908	14	13	17	11
LOC124904679	3	5	3	2
LOC124904797	0	0	0	0
LINC00906	0	0	0	0
LOC102724958	0	0	0	0
LINC01532	0	0	0	0
LOC124904682	0	1	1	0
UQCRFS1	577	444	556	512
UQCRFS1-DT	0	0	0	0
VSTM2B-DT	0	0	0	0
LOC124904683	0	0	0	0
VSTM2B	0	0	0	0
POP4	250	247	258	243
LOC105372353	1	1	0	0
PLEKHF1	1	1	6	4
C19orf12	142	116	200	169
LOC107985345	0	0	0	0
CCNE1	134	110	106	107
URI1	406	374	425	536
LOC107985271	0	0	0	0
ZNF536	3	2	2	3
LOC124904685	0	1	0	0
LOC105372354	0	0	0	0
LINC01834	0	0	0	0
LOC105372355	0	0	0	0
LOC124900621	0	0	0	0
LOC105372356	0	0	0	0
LOC105372358	0	0	0	0
TSHZ3	117	124	98	91
LINC01791	0	0	0	0
TSHZ3-AS1	90	115	80	156
LOC124904794	16	10	13	14
LINC02841	0	0	0	0
THEG5	0	0	0	0
LOC105372361	0	0	0	0
LOC105372362	0	0	0	0
LINC01837	0	6	0	1
LOC105372364	0	0	0	0
LINC01533	0	0	0	0
LOC105376899	0	0	0	0
LINC01782	0	0	0	1
LOC124904688	0	0	0	0
ZNF507	394	548	419	570
LOC124904689	2	8	2	9
DPY19L3-DT	18	14	17	12
DPY19L3	487	644	548	808
PDCD5	302	255	249	247
ANKRD27	144	149	205	195
SNORA68B	1	0	0	0
RGS9BP	1	0	0	0
NUDT19	124	127	154	133
LOC124904690	29	29	31	19
TDRD12	5	1	11	11
SLC7A9	4	5	1	3
CEP89	421	359	364	333
FAAP24	34	21	27	26
RHPN2	486	428	451	388
GPATCH1	277	301	290	277
WDR88	1	4	0	1
LOC124904691	16	18	13	20
TRT-AGT1-3	0	0	0	0
LRP3	54	93	43	35
SLC7A10	1	0	1	2
CEBPA	15	13	12	13
CEBPA-DT	8	2	4	5
CEBPG	891	793	1640	1806
PEPD	221	266	265	230
LOC124904692	6	12	8	8
LOC105372370	0	0	0	0
LOC100996681	0	0	0	0
CHST8	6	16	28	37
KCTD15	1200	1152	1218	1231
LOC124904693	0	0	0	0
SUNO1	10	5	44	41
LOC105372371	0	0	0	0
LSM14A	3018	2810	3492	4152
GARRE1	946	919	1070	1000
GPI	1217	1080	952	842
PDCD2L	220	165	189	131
LOC124904695	1	2	0	0
UBA2	1402	1466	1432	1625
WTIP	188	208	262	232
ZNF807P	0	4	0	0
LOC105372374	0	0	0	0
SCGB1B2P	6	5	6	3
SCGB2B2	8	29	17	18
SCGB2B3P	1	1	1	1
ZNF302	149	174	204	237
ZNF181	86	108	117	102
LOC124904698	2	0	5	4
ZNF599	29	32	30	28
LOC124904696	0	0	0	0
LINC01801	10	13	10	18
LINC03049	25	50	63	57
LINC00904	0	0	0	0
LOC105372377	0	0	0	0
LINC01838	2	0	0	0
ZNF30-AS1	2	0	2	0
ZNF30	52	37	27	52
ZNF792	212	214	204	233
LOC124904699	0	0	0	0
LOC124904700	0	0	0	0
GRAMD1A	152	186	166	166
SCN1B	20	12	23	12
HPN	49	42	103	83
HPN-AS1	2	5	2	3
LOC124904701	0	1	0	0
FXYD3	3	0	0	1
MIR6887	0	0	0	0
LGI4	20	18	11	5
FXYD1	7	20	5	9
FXYD7	3	4	4	3
FXYD5	286	245	346	300
LOC105372379	0	0	0	2
FAM187B	0	0	0	0
LSR	163	262	233	240
LOC105372380	7	11	10	7
USF2	224	216	226	238
HAMP	9	4	3	3
MAG	2	5	2	0
CD22	6	19	0	2
MIR5196	0	0	0	0
FFAR1	0	0	0	0
FFAR3	0	0	0	0
GPR42	0	0	0	0
LINC01531	0	0	0	0
LOC101927522	0	0	0	0
FFAR2	0	0	0	0
KRTDAP	0	0	2	2
LOC124904703	0	1	1	1
DMKN	170	166	413	348
SBSN	1	1	2	1
GAPDHS	18	27	24	28
TMEM147-AS1	104	90	125	86
TMEM147	198	137	217	187
ATP4A	3	4	1	1
LOC124904704	1	0	1	2
PMIS2	1	0	0	0
LINC01766	1	1	0	0
HAUS5-DT	0	0	0	0
HAUS5	338	299	321	326
RBM42	267	293	351	303
ETV2	8	26	56	45
COX6B1	1771	924	1493	1319
UPK1A	0	3	1	3
UPK1A-AS1	0	0	0	0
ZBTB32	1	5	8	10
KMT2B	256	359	305	248
IGFLR1	11	7	10	7
U2AF1L4	71	52	62	68
PSENEN	32	29	59	81
LIN37	81	75	90	101
HSPB6	9	10	8	10
PROSER3	256	335	323	250
ARHGAP33	66	106	63	60
LINC01529	0	0	0	0
PRODH2	0	0	0	0
NPHS1	1	1	0	0
KIRREL2	5	6	1	4
LOC107985317	0	0	0	0
APLP1	141	225	109	120
LOC124904705	1	0	0	0
NFKBID	14	30	13	13
HCST	1	0	2	4
TYROBP	4	4	1	2
LRFN3	66	79	52	52
LOC105372383	8	1	2	2
SDHAF1	26	24	39	19
SYNE4	19	22	48	35
ALKBH6	114	131	86	91
LOC101927572	14	18	12	13
CLIP3	518	602	477	507
THAP8	20	27	19	19
WDR62	162	211	146	147
OVOL3	6	4	4	3
POLR2I	169	115	189	154
TBCB	508	456	446	454
LOC105372385	0	0	0	0
CAPNS1	2248	1842	2044	1911
COX7A1	3	8	4	7
ZNF565	48	62	40	36
ZNF146	428	528	501	655
LOC107985304	82	55	96	68
LOC124904707	3	9	8	15
LOC100134317	11	8	17	15
LINC00665	440	437	573	585
ZFP14	114	116	98	114
ZFP82	106	140	120	204
LOC644189	0	1	2	0
ZNF566	87	113	99	128
ZNF566-AS1	4	1	8	2
ZNF260	210	349	266	354
ZNF529	177	255	213	284
ZNF529-AS1	19	22	21	32
ZNF382	86	89	73	92
ZNF461	72	92	77	81
ZNF567	98	127	120	123
ZNF567-DT	13	8	7	12
ZNF850	179	249	155	225
LOC728485	3	0	2	2
ZNF790-AS1	2	4	4	4
ZNF790	52	38	42	46
ZNF345	37	49	39	61
ZNF829	3	5	4	2
ZNF568	6	8	7	4
ZNF420	75	64	68	86
