	day32_rep1_wt	day32_rep2_wt	day32_rep1_mut	day32_rep2_mut
LOC124904948	1	0	0	0
LOC124904949	4	0	2	2
SLCO4A1	2	0	0	2
SLCO4A1-AS2	1	0	0	0
SLCO4A1-AS1	0	0	0	0
NTSR1	2	2	0	2
LINC00659	0	0	0	0
LOC105372716	0	0	0	0
MRGBP	99	104	111	113
OGFR-AS1	0	0	0	0
OGFR	13	17	18	16
COL9A3	6	6	9	14
TCFL5	61	75	53	67
LOC105372717	0	0	0	1
DIDO1	721	723	648	698
SNORA117	0	1	0	0
GID8	460	540	552	539
SLC17A9	1	0	1	1
BHLHE23	0	0	0	0
LINC01749	0	0	0	0
LOC105372718	0	0	0	0
LINC00029	0	0	0	0
LINC01056	0	0	0	0
HAR1B	0	0	0	0
HAR1A	0	0	0	0
LOC105372719	0	0	0	0
LOC105376996	0	0	0	0
LOC124904952	0	0	0	1
MIR124-3	0	0	0	0
YTHDF1	416	513	470	438
BIRC7	0	0	0	1
MIR3196	0	0	0	0
NKAIN4	0	0	0	0
LOC124904950	0	0	0	0
FLJ16779	0	1	0	0
ARFGAP1	66	74	72	61
MIR4326	0	0	0	0
COL20A1	1	1	0	0
CHRNA4	0	0	0	0
LOC100130587	0	0	0	0
LOC124904953	0	0	0	0
KCNQ2	1	3	0	0
LOC105372724	0	0	0	0
LOC105372721	0	0	0	0
KCNQ2-AS1	0	0	0	0
EEF1A2	232	208	177	168
LOC124904955	5	2	0	0
LOC105372725	0	1	1	1
LOC102723814	3	0	3	3
PPDPF	803	740	752	822
PTK6	0	7	2	2
SRMS	0	1	0	0
FNDC11	2	2	1	1
HELZ2	3	2	4	1
GMEB2	48	42	41	43
MHENCR	8	14	7	11
STMN3	21	16	22	20
RTEL1-TNFRSF6B	0	0	0	0
RTEL1	1	2	1	2
LOC124904954	2	2	1	0
TNFRSF6B	0	0	0	0
ARFRP1	51	71	42	54
ZGPAT	22	15	17	20
LIME1	4	7	6	4
SLC2A4RG	78	63	73	75
ZBTB46	110	142	100	99
LOC124904956	3	0	2	3
ZBTB46-AS1	0	2	4	0
C20orf181	0	1	0	0
LOC112268269	8	9	13	8
ABHD16B	0	0	0	0
TPD52L2	651	732	704	689
DNAJC5	195	232	227	232
LOC124904951	4	3	4	3
MIR941-1	0	0	0	0
MIR941-2	0	0	0	0
MIR941-3	0	0	0	0
MIR941-4	0	0	0	0
MIR941-5	0	0	0	0
UCKL1	161	178	127	156
MIR1914	0	0	0	0
MIR647	1	4	3	6
UCKL1-AS1	6	5	6	5
ZNF512B	115	106	108	124
SAMD10	28	20	17	26
PRPF6	265	350	291	357
C20orf204	3	2	5	0
SOX18	0	0	0	0
TCEA2	149	170	148	142
RGS19	21	16	12	21
MIR6813	0	0	0	0
OPRL1	23	23	8	12
LKAAEAR1	0	1	0	0
NPBWR2	0	2	0	1
LOC105372727	0	0	0	0
MYT1	2	1	0	0
PCMTD2	278	350	294	252
LOC124904957	0	4	2	6
SEPTIN14P20	0	0	1	1
LOC105379484	0	0	0	0
LOC124905051	0	0	0	0
LOC102723996	0	0	0	0
LOC124905052	0	0	0	0
LOC124900468	0	0	0	0
LOC107987292	1	0	0	0
CH507-9B2.8	0	0	0	0
LOC101928576	5	5	8	16
LOC102724023	91	123	126	116
LOC102724159	5	6	8	7
LOC102724200	9	15	11	10
LINC01670	0	0	0	0
LOC105379488	0	0	0	0
LOC102724219	0	0	1	0
LOC124904990	0	0	0	0
LOC102724334	0	0	0	1
LOC102724354	0	0	0	0
LOC102724370	0	0	0	1
CH507-42P11.6	0	0	0	0
LOC102724428	63	68	55	63
LOC107987288	0	0	0	0
LOC124905049	0	0	0	0
LOC102724701	6	4	0	6
CH507-145C22.1	1	1	0	1
LOC102724560	9	5	4	2
LOC102724594	3	4	2	3
LOC102724652	0	0	0	1
LOC106780825	0	0	0	0
LOC110091777	0	0	0	0
MIR8069-1	0	0	0	0
LOC105379499	2	1	3	0
LOC102724843	0	0	0	0
LOC124904989	0	0	0	0
LOC105379502	0	0	0	0
LOC102724951	0	0	0	0
LOC124904991	0	0	0	0
LOC102723360	0	1	0	0
LOC102723553	11	6	6	12
LOC102723451	0	0	0	0
LOC105379504	0	1	0	0
LOC107983987	0	0	0	0
LOC102723475	9	12	10	7
LOC124900474	0	0	0	0
LOC105379505	0	0	0	0
LOC124904992	0	0	0	0
LOC124904993	0	0	0	0
MIR6724-1	0	0	0	0
RNA45SN2	0	0	0	0
MIR3648-1	0	0	0	0
RNA18SN2	0	0	0	0
RNA5-8SN2	0	0	0	0
RNA28SN2	0	0	0	0
CDC27P9	0	0	0	0
MIR6724-2	0	0	0	0
MIR6724-3	0	0	0	0
RNA45SN3	5	2	0	1
RNA18SN3	0	0	0	0
RNA5-8SN3	0	0	0	0
RNA28SN3	0	0	0	0
CDC27P10	1	0	2	4
MIR6724-4	0	0	0	0
RNA45SN1	0	0	0	0
MIR10396B	0	0	0	0
RNA18SN1	0	0	0	0
RNA5-8SN1	0	0	0	0
RNA28SN1	0	0	0	0
LINC01666	0	0	0	0
LOC124904994	0	0	0	0
LOC124904996	0	0	0	0
MIR3648-2	0	0	0	0
MIR10396A	0	0	0	0
LOC101927615	0	0	0	0
TEKT4P2	6	6	2	0
LOC101930100	0	0	0	0
LOC101927345	5	4	2	4
NCOR1P4	0	0	0	0
LOC105379514	0	0	0	0
LOC124904997	0	0	0	0
LINC01667	0	0	0	0
LOC105372734	0	0	0	0
LOC105372733	0	0	2	0
BAGE2	1	0	0	1
TPTE	0	0	0	0
ANKRD30BP2	0	0	0	0
MIR3156-3	0	0	0	0
LINC01674	0	0	0	0
POTED	0	1	0	0
MIR3118-1	0	0	0	0
LOC107985482	0	0	0	0
LOC112268283	0	0	0	0
MIR8069	0	0	0	0
CYP4F29P	0	0	0	0
LOC110091776	0	0	0	0
ANKRD20A11P	0	0	0	0
LOC105377134	2	8	3	6
LIPI	9	10	6	4
RBM11	4	8	4	7
ABCC13	0	0	0	0
HSPA13	422	464	368	358
LOC105369304	15	11	8	14
LOC124905053	0	0	0	0
SAMSN1	3	3	1	1
SAMSN1-AS1	0	0	0	0
LOC105372738	0	0	0	0
LOC124905054	0	0	0	0
ASMER1	51	44	52	40
NRIP1	1136	1209	1095	1094
LOC107985483	0	0	0	0
LOC124905047	0	0	0	0
LOC105369292	0	0	2	0
LOC101927745	0	0	0	0
LOC124905055	0	0	0	0
LOC105369302	0	0	0	1
LOC124905056	0	0	0	0
LOC124905073	0	0	0	0
USP25	1270	1270	1279	1265
MIR99AHG	225	228	452	439
SNORD74B	0	2	3	0
MIR99A	0	0	2	3
MIRLET7C	3	3	1	6
MIR125B2	0	0	0	0
LOC124904998	1	0	0	0
LOC105372740	0	0	0	0
LOC107985511	0	0	0	0
LINC01549	0	0	0	0
TRG-GCC1-5	1	1	1	1
CXADR	730	839	960	752
BTG3	236	238	129	121
BTG3-AS1	4	7	3	1
LOC124904999	0	0	0	1
LOC124900465	27	18	19	16
C21orf91-OT1	3	10	7	5
C21orf91	369	388	303	322
CHODL-AS1	0	0	0	0
CHODL	7	9	31	41
LOC124905000	0	0	0	0
TMPRSS15	0	2	2	2
MIR548XHG	2	0	2	1
MIR548X	2	0	0	0
LOC107985490	0	0	0	0
LOC124905048	0	0	0	0
LINC01683	1	0	0	0
LOC105372745	0	0	0	0
LINC02573	1	2	0	1
LINC00320	0	0	1	0
LOC124905057	0	0	0	0
NCAM2	15	18	33	35
LINC00317	0	0	0	0
LINC01425	0	0	0	0
LINC01687	0	0	0	0
LINC00308	0	0	0	0
LOC107985508	0	0	0	0
LOC107985494	0	0	0	0
MIR6130	0	0	0	0
D21S2088E	0	0	0	0
LOC105372747	0	0	0	0
LOC107985512	0	0	0	0
LOC105372749	0	0	0	0
LOC105372750	0	0	0	0
LINC01689	0	0	0	0
LINC01684	0	1	0	0
LINC01692	3	2	3	4
LOC107985516	1	1	2	0
LINC00158	31	43	64	67
LOC105372753	26	38	55	42
MIR155HG	11	5	9	5
MIR155	0	0	0	0
LINC00515	38	57	32	37
MRPL39	249	285	249	260
JAM2	59	61	88	77
LOC124905001	31	29	24	33
LOC124905002	20	22	35	26
ATP5PF	904	1192	1304	1504
GABPA	350	435	422	360
LOC105372757	0	0	0	0
LOC105372756	2	4	4	3
APP	3545	3827	3870	4111
LOC124900466	62	77	68	58
CYYR1-AS1	4	11	8	14
LOC105372758	0	1	2	0
LOC107985474	3	4	7	5
CYYR1	53	76	105	89
ADAMTS1	1080	1135	2141	2341
LOC105372760	0	3	0	0
ADAMTS5	34	26	18	14
MIR4759	0	0	0	0
LOC124905050	0	2	0	0
LOC102724355	1	0	0	0
LOC105372759	0	0	0	0
LOC124905003	4	2	6	1
LOC105372762	1	3	0	1
LINC01673	0	0	1	2
LINC00113	2	0	0	0
LINC00314	1	0	1	1
LINC01697	5	13	13	10
LINC01695	2	7	5	3
LINC00161	9	2	8	6
N6AMT1	171	226	173	165
LOC124905004	12	10	11	11
LTN1	891	921	773	643
LOC105372766	0	1	0	0
RWDD2B	336	418	408	406
LOC124905005	2	3	7	2
USP16	676	687	611	610
CCT8	1793	2075	2033	1950
MAP3K7CL	4	6	6	1
LOC105372767	3	2	1	0
LOC124905065	0	0	0	0
LINC00189	0	0	0	0
LOC124905007	0	2	1	1
LOC105369299	12	8	8	3
BACH1	738	822	721	682
BACH1-IT2	5	7	10	2
LOC124905071	3	3	3	2
LOC107985486	70	61	68	61
LOC105372770	2	3	8	4
BACH1-IT3	0	1	3	2
GRIK1	22	21	24	28
LOC124905006	14	13	14	15
LOC105372768	0	0	0	1
GRIK1-AS2	10	6	8	6
GRIK1-AS1	1	4	7	3
CLDN17	0	0	0	0
LINC00307	0	0	0	0
CLDN8	0	0	1	0
KRTAP24-1	0	0	0	0
KRTAP25-1	0	0	0	0
KRTAP26-1	0	0	0	0
KRTAP27-1	0	0	0	0
KRTAP23-1	0	0	0	0
KRTAP13-2	1	0	1	0
MIR4327	0	0	0	0
LOC105372772	0	0	0	0
KRTAP13-1	0	0	0	0
KRTAP13-3	0	0	0	0
KRTAP13-4	0	0	0	0
KRTAP15-1	0	0	0	0
KRTAP19-1	0	1	0	0
KRTAP19-2	0	0	0	0
KRTAP19-3	1	0	0	0
KRTAP19-4	0	0	0	0
KRTAP19-5	0	0	0	0
KRTAP19-6	0	0	0	0
KRTAP19-7	0	0	0	0
KRTAP22-2	0	0	0	0
KRTAP6-3	0	0	0	0
KRTAP6-2	0	0	0	0
KRTAP22-1	0	0	0	0
KRTAP6-1	0	0	0	0
KRTAP20-1	0	0	0	0
KRTAP20-4	0	0	0	0
KRTAP20-2	0	0	0	0
KRTAP20-3	0	0	0	0
LOC105372773	0	0	1	1
KRTAP21-3	0	0	0	0
KRTAP21-2	1	0	0	0
KRTAP21-1	0	0	0	0
KRTAP8-1	0	0	0	0
KRTAP7-1	0	0	0	0
KRTAP11-1	0	0	0	0
LOC105372776	0	0	0	0
LOC105372775	0	1	0	0
LOC105372774	0	0	1	0
KRTAP19-8	0	0	0	0
TIAM1	123	113	74	98
LOC105372777	0	0	0	1
TIAM1-AS1	1	5	0	5
LOC107985488	0	0	0	0
SOD1	556	719	863	932
LOC124900469	0	1	0	1
SCAF4	839	869	844	842
LOC124905008	3	1	1	5
HUNK	176	168	161	135
LINC00159	4	1	2	1
MIS18A	115	119	103	94
MIS18A-AS1	1	5	2	1
MRAP	1	3	0	1
LOC124905009	4	5	4	3
MRAP-AS1	7	11	3	7
URB1	257	258	272	198
SNORA80A	0	3	3	0
URB1-AS1	0	3	1	0
EVA1C	34	29	26	17
CFAP298-TCP10L	21	27	25	31
TCP10L	0	2	0	2
CFAP298	66	92	89	115
SYNJ1	680	645	651	563
LOC124905011	16	12	20	18
PAXBP1-AS1	65	47	30	36
PAXBP1	286	319	251	231
LOC124905010	202	198	166	155
C21orf62-AS1	14	8	9	8
C21orf62	8	9	5	6
LOC124900470	0	0	0	0
LOC124905012	0	0	0	0
LOC105377136	0	1	1	0
LINC01690	0	1	0	0
OLIG2	0	0	0	0
LINC00945	0	0	0	0
OLIG1	0	0	0	0
LOC101928107	0	0	0	0
LINC01548	0	0	0	0
LOC105372787	0	0	0	0
IFNAR2-IL10RB	0	0	0	0
IFNAR2	13	37	19	24
IL10RB-DT	2	5	2	2
IL10RB	4	2	2	2
IFNAR1	438	426	423	396
IFNGR2	92	95	75	83
TMEM50B	466	567	516	516
DNAJC28	14	16	17	17
GART	413	444	488	401
SON	3880	4192	3744	3690
MIR6501	0	0	0	0
DONSON	313	343	232	223
CRYZL1	226	222	272	192
ITSN1	3011	3349	2404	2614
ATP5PO	1556	1898	1916	1995
LINC00649	29	36	35	28
LOC124905013	1	0	1	0
LOC101928126	1	8	9	4
LOC105372790	16	15	19	15
LOC105372789	1	1	1	1
MRPS6	538	673	554	598
SLC5A3	504	448	498	422
LINC00310	19	20	7	6
KCNE2	1	0	3	0
LOC105372791	0	0	0	0
SMIM11	1	0	0	0
C21orf140	0	0	0	0
LOC105372793	0	0	1	1
SMIM34	0	0	0	0
KCNE1	4	1	3	0
LOC124900475	1	0	0	0
RCAN1	340	445	326	289
CLIC6	0	2	1	0
LINC00160	0	0	0	0
LOC107985515	0	0	0	0
LINC01426	2	2	0	0
RUNX1	23	11	11	6
LOC124905014	7	11	0	3
LOC112267915	22	17	6	5
RUNX1-IT1	0	0	0	0
LOC124905015	0	0	2	0
LOC100506403	0	0	0	0
MIR802	0	0	0	0
PPP1R2P2	0	1	0	0
LOC101928269	0	0	0	0
LINC01436	0	1	0	1
SETD4	160	209	161	145
CBR1-AS1	0	1	0	0
CBR1	36	56	45	39
LOC105369306	0	0	3	1
CBR3-AS1	2	2	3	1
CBR3	2	4	1	0
DOP1B	81	93	60	76
LOC124905016	1	0	0	1
LOC124905072	0	0	0	0
MORC3	388	368	399	350
CHAF1B	81	94	66	64
CLDN14-AS1	3	2	3	5
CLDN14	1	3	0	0
LOC105369308	0	1	0	1
SIM2	3	2	3	1
LOC107985492	0	0	0	0
HLCS	362	404	357	381
LOC105369305	139	166	139	141
HLCS-AS1	22	29	17	12
RIPPLY3	0	0	0	0
LOC124905017	0	1	2	1
PIGP	117	120	124	117
TTC3	4295	4452	3950	3891
TTC3-AS1	2	4	3	1
DSCR9	5	5	10	6
VPS26C	363	371	342	315
LOC124905018	0	0	0	0
LOC124905019	0	0	0	0
DYRK1A	1611	1655	1481	1334
LOC105372797	27	16	17	13
KCNJ6-AS1	0	3	0	1
LOC105372798	9	12	6	5
KCNJ6	7	6	9	3
LOC101928368	1	2	0	0
DSCR4	0	0	0	0
DSCR8	0	0	0	0
LOC124905020	0	0	0	0
LOC124905070	0	0	0	0
DSCR10	0	0	0	0
KCNJ15	0	0	0	1
LOC105372801	0	1	0	0
LINC01423	0	0	0	0
LOC107985513	0	1	0	0
ERG	0	1	0	1
LOC105372802	0	0	0	0
LINC00114	4	4	3	1
LOC107985480	5	7	3	6
ETS2	232	259	335	340
LOC101928398	0	0	0	0
ETS2-AS1	0	0	2	2
LINC01700	1	1	0	0
LINC02940	26	17	24	13
LINC02943	1	4	1	2
PSMG1	269	278	225	284
BRWD1	2566	2491	2195	2072
BRWD1-AS2	5	7	6	2
BRWD1-AS1	11	9	12	8
HMGN1	2167	2276	1948	1872
LOC124905074	83	77	79	72
LOC105372804	0	0	1	0
GET1-SH3BGR	0	0	0	0
GET1	286	361	332	300
LCA5L	47	58	60	52
SH3BGR	20	12	6	8
MIR6508	0	0	0	0
B3GALT5-AS1	22	17	29	15
B3GALT5	185	157	150	200
LOC107985499	4	1	3	0
IGSF5	27	29	39	49
LOC107985500	1	1	1	1
PCP4	5	5	10	8
DSCAM	3	2	9	5
MIR4760	0	0	0	0
DSCAM-AS1	0	0	0	0
LOC105369294	0	1	0	0
LOC124900473	0	0	0	0
DSCAM-IT1	0	1	0	3
LINC00323	1	0	0	0
MIR3197	0	0	0	0
BACE2	119	133	146	132
PLAC4	64	52	49	49
FAM3B	0	0	0	0
MX2	0	0	1	2
MX1	3	1	2	0
TMPRSS2	0	0	0	0
LOC124905021	0	0	0	0
LOC124900472	0	0	0	0
LOC105372809	0	0	0	0
PCSEAT	0	0	0	0
LOC105372812	0	0	0	0
LOC107985478	0	0	0	0
LOC105372813	0	0	0	0
LINC00111	0	0	0	0
LINC00479	0	0	1	0
LINC00112	0	0	0	0
RIPK4	7	0	0	0
MIR6814	0	0	0	0
LOC102724800	0	0	0	0
PRDM15	79	97	83	56
C2CD2	311	328	306	336
SNORA91	0	0	0	1
ZBTB21	158	171	121	103
ZNF295-AS1	0	1	0	0
LOC107985502	0	0	0	0
UMODL1	0	0	0	0
UMODL1-AS1	1	0	0	0
ABCG1	30	35	77	59
LOC105372814	0	0	1	0
TFF3	0	0	0	0
TFF2	0	0	0	0
LOC105372815	0	0	0	0
TFF1	0	0	0	0
TMPRSS3	0	1	0	0
UBASH3A	0	0	1	0
RSPH1	0	2	2	5
RSPH1-DT	0	0	2	0
SLC37A1	38	56	119	130
LOC107987299	30	27	60	63
LOC101928212	0	1	2	2
LINC01671	0	0	0	0
LOC101928255	1	1	0	0
PDE9A	21	31	14	11
PDE9A-AS1	3	2	0	3
LOC107985504	0	1	1	1
LINC01668	0	0	0	0
WDR4	13	7	6	6
LOC105372817	10	12	13	13
NDUFV3	350	461	437	478
ERVH48-1	36	31	28	32
LOC124905022	22	25	22	18
LOC124905023	20	34	23	23
MIR5692B	0	0	0	0
LOC124905024	0	2	1	0
PKNOX1	435	421	383	359
CBS	2	0	0	1
U2AF1	4	3	4	4
LOC101928369	0	2	0	0
FRGCA	0	0	0	0
LOC107987300	0	0	0	0
CRYAA	0	0	0	0
LOC105372821	0	0	0	0
LOC124905025	1	0	0	0
LOC124905026	1	0	0	0
LINC00322	0	0	0	1
LOC124905027	0	3	4	1
LINC01679	0	0	0	0
LNCSIK1	0	0	0	0
LOC124905028	0	0	0	0
SIK1	4	4	5	5
LOC124905029	0	0	0	0
HSF2BP	3	9	7	1
LINC00319	0	0	0	0
LOC124900467	0	0	0	0
LINC00313	0	0	0	0
LOC102723380	2	0	0	0
H2BC12L	1	0	0	0
MIR6070	2	0	0	0
RRP1B	219	201	229	190
LOC124905030	1	1	1	1
LOC124905031	0	2	0	0
LOC124905032	1	0	0	0
PDXK	314	301	298	264
LOC105372824	4	2	0	0
CSTB	159	173	206	301
LOC105372825	0	0	0	0
RRP1	34	36	36	44
AATBC	17	8	9	11
LOC124905033	3	1	1	1
AGPAT3	253	248	194	207
LOC124905034	5	8	6	1
LOC105372826	0	0	0	0
LOC105372829	0	2	0	0
TRAPPC10	234	237	234	223
PWP2	0	0	0	0
GATD3	2	3	2	2
LINC01678	0	0	0	0
LOC124905035	0	0	0	0
LOC105377139	1	2	0	0
LOC105372832	0	2	0	0
LOC102725065	0	0	0	0
ICOSLG	1	0	0	0
DNMT3L	0	0	0	0
DNMT3L-AS1	0	0	0	0
AIRE	0	1	0	0
PFKL	111	100	81	91
CFAP410	68	58	60	62
TRPM2	1	2	1	0
TRPM2-AS	0	0	0	0
LOC124905069	0	0	0	0
LOC124905068	0	0	0	0
LRRC3-DT	1	0	0	1
LRRC3	13	21	27	21
HEPFAL	10	7	9	4
LOC124905037	0	0	0	0
LINC02575	6	4	6	2
TSPEAR	22	20	20	26
TSPEAR-AS1	12	19	2	13
TSPEAR-AS2	20	18	7	13
LOC124905038	5	4	6	4
KRTAP10-1	0	0	0	0
KRTAP10-2	0	0	0	0
KRTAP10-3	0	1	1	0
KRTAP10-4	0	0	0	0
KRTAP10-5	0	0	1	0
KRTAP10-6	0	0	0	0
KRTAP10-7	0	0	0	0
KRTAP10-8	0	0	0	0
KRTAP10-9	0	0	0	0
KRTAP10-10	0	0	1	1
KRTAP10-11	0	0	0	0
KRTAP12-4	1	0	0	0
KRTAP12-3	0	0	0	0
KRTAP12-2	1	2	0	2
KRTAP12-1	0	0	0	0
KRTAP10-12	0	0	0	0
UBE2G2	376	401	393	424
LINC01424	4	4	2	1
SUMO3	343	445	390	380
PTTG1IP	2298	2485	2321	2413
LOC124905039	22	23	12	14
ITGB2	0	0	0	0
LOC107987303	0	0	0	0
ITGB2-AS1	0	0	2	0
LINC01547	7	14	5	4
SLX9	19	32	23	23
LINC00163	0	1	0	1
LINC00165	0	0	0	0
PICSAR	1	0	1	0
LOC105372836	3	7	2	2
SSR4P1	8	13	5	7
ADARB1	501	468	260	268
LINC00334	0	2	1	5
LOC124905062	0	0	1	0
POFUT2	73	68	69	54
LINC00205	178	171	140	156
LOC124905040	0	1	1	2
LINC00316	0	1	0	0
LOC105372839	0	0	0	0
LOC124905041	0	0	0	0
BNAT1	5	3	7	6
COL18A1	519	571	387	420
COL18A1-AS2	13	13	11	8
COL18A1-AS1	41	41	37	34
LOC124905042	14	7	7	8
MIR6815	0	0	0	0
SLC19A1	23	24	19	19
LOC107985485	2	4	1	2
LINC01694	0	1	0	2
PCBP3	7	7	4	5
PCBP3-AS1	1	0	1	1
LOC124905044	1	0	0	0
LOC101928796	0	0	0	0
LOC105372841	1	0	0	0
COL6A1	518	598	445	530
LOC105372842	0	0	0	0
COL6A2	113	116	48	46
LOC124905043	4	0	0	0
FTCD	9	9	2	4
FTCD-AS1	0	1	0	0
SPATC1L	28	26	32	25
LOC124905045	1	3	2	1
LSS	225	214	206	220
SNORD159	0	5	10	5
MCM3AP-AS1	100	90	56	59
MCM3AP	397	356	372	351
YBEY	76	82	84	69
C21orf58	25	29	17	21
PCNT	564	650	520	618
LOC128092249	0	0	0	0
LOC124905046	80	57	39	46
DIP2A	507	518	423	399
DIP2A-IT1	11	12	10	10
S100B	0	1	4	1
PRMT2	502	579	621	593
LOC124905058	22	21	31	39
LOC124905154	0	0	0	0
LOC105379418	0	0	0	0
FRG1FP	1	1	1	1
LOC107984037	0	0	0	0
LOC102723769	0	0	0	0
LOC107987323	0	0	0	0
LOC105379516	0	0	0	0
LOC105379428	0	0	0	0
LOC124905168	0	0	0	0
OR11H1	0	0	0	0
LOC112268291	0	0	0	0
POTEH	0	0	0	0
POTEH-AS1	0	0	0	0
PSLNR	0	0	0	0
DUXAP8	0	2	0	0
BMS1P22	0	0	0	0
LOC124905169	0	0	0	0
CCT8L2	0	0	0	0
TPTEP1	0	0	0	0
ANKRD62P1-PARP4P3	0	0	1	0
LINC01665	0	0	0	0
XKR3	0	0	0	0
HSFY1P1	0	0	0	0
GAB4	0	0	0	0
CECR7	0	0	1	0
IL17RA	31	33	23	37
TMEM121B	31	20	28	29
LINC01664	1	3	0	1
HDHD5	69	76	69	61
HDHD5-AS1	0	0	0	0
ADA2	57	73	20	32
LOC107985573	0	0	0	0
CECR3	1	1	0	0
CECR2	529	507	431	434
SLC25A18	9	11	4	11
LOC105372850	2	3	2	3
LOC101929372	0	1	1	0
ATP6V1E1	618	711	703	759
BCL2L13	454	464	461	422
BID	121	121	117	110
MIR3198-1	2	0	0	2
LINC00528	0	1	0	1
MICAL3	1029	1080	1045	1109
LOC124905075	27	34	37	43
MIR648	0	1	0	0
LINC01634	0	5	0	0
LOC105372853	2	1	1	2
PEX26	203	232	242	267
TUBA8	5	4	6	8
LOC124905076	0	0	2	3
USP18	9	13	32	32
FAM230D	1	0	0	0
LOC105372858	0	0	0	0
LOC105379518	0	0	0	0
FAM247D	0	1	0	0
FAM230J	1	0	5	2
LOC107987325	0	0	0	0
FAM230A	0	0	1	1
GGTLC3	0	0	0	0
TMEM191B	2	1	0	0
PI4KAP1	13	16	10	12
LOC124905077	0	0	1	1
LOC124905174	0	0	0	0
LOC124900482	0	0	0	0
RIMBP3	1	0	0	1
FAM246B	0	0	0	0
FAM230E	0	0	1	1
FAM247C	0	0	0	0
GGT3P	4	2	4	6
POM121L15P	1	1	0	2
LOC102724728	0	0	0	0
FAM230F	1	1	2	5
DGCR6	35	35	44	55
PRODH	5	4	9	13
LOC122455341	0	0	0	0
DGCR5	3	2	0	1
FAM246C	0	0	0	0
DGCR2	187	193	207	212
DGCR11	8	8	12	5
LOC124905078	27	14	14	8
ESS2	40	47	46	44
TSSK2	0	0	0	0
LOC112268297	1	1	0	3
GSC2	0	0	0	0
LINC01311	0	0	1	1
SLC25A1	68	59	68	52
CLTCL1	63	52	36	42
LOC112268289	0	0	0	1
LOC124900485	0	0	0	0
LOC105372859	3	2	2	5
HIRA	111	127	126	111
MRPL40	140	177	185	155
C22orf39	391	424	400	431
UFD1	291	284	315	389
CDC45	72	77	66	52
CLDN5	0	0	1	0
LINC00895	0	0	0	0
LOC124905079	0	0	0	0
SEPTIN5	0	0	0	0
SEPT5-GP1BB	10	8	11	9
GP1BB	0	0	0	0
LOC105372861	0	0	0	0
TBX1	0	1	2	1
GNB1L	12	12	14	8
RTL10	118	115	128	132
LOC124905080	1	0	1	1
TXNRD2	56	63	30	41
LOC124905081	8	7	5	3
COMT	113	117	66	56
MIR4761	0	0	0	0
ARVCF	108	121	57	64
LOC124905082	0	0	0	0
TANGO2	48	49	57	57
MIR185	0	0	0	0
DGCR8	293	319	292	260
MIR3618	0	0	0	0
MIR1306	0	0	0	0
TRMT2A	53	38	35	45
MIR6816	0	0	0	0
RANBP1	178	197	210	211
SNORA77B	0	0	0	0
ZDHHC8	81	80	85	77
CCDC188	0	0	0	0
LINC02891	2	1	1	3
LOC105372862	0	1	0	0
LINC00896	0	0	0	0
LOC124905083	0	0	1	1
LOC105372863	0	0	0	0
RTN4R	26	22	20	17
MIR1286	0	0	0	0
DGCR6L	48	48	44	68
FAM230G	0	1	0	1
LOC124905153	0	0	0	0
ZNF74	51	53	56	56
SCARF2	56	48	85	49
LOC107985588	0	0	0	0
KLHL22	113	115	135	106
LOC124905085	11	8	9	11
LOC101928824	5	10	7	10
MED15	545	491	450	479
LOC124905084	0	0	0	0
POM121L4P	0	0	0	0
LOC107985584	0	0	0	0
TMEM191A	0	1	0	1
PI4KA	750	802	902	890
SERPIND1	17	22	19	17
SNAP29	782	731	805	798
CRKL	828	780	743	761
LINC01637	0	0	0	0
AIFM3	0	2	0	6
LZTR1	75	80	84	96
THAP7	30	36	26	37
THAP7-AS1	12	10	16	9
TUBA3FP	6	3	2	7
P2RX6	4	5	6	4
SLC7A4	0	0	5	4
MIR649	0	0	0	0
P2RX6P	0	0	0	0
LRRC74B	1	0	0	1
BCRP2	1	0	0	0
FAM230B	3	3	7	9
FAM247A	2	8	21	16
GGT2P	3	4	4	5
POM121L8P	0	1	0	0
FAM230H	2	0	1	0
LINC01651	0	0	0	0
FAM246A	0	0	0	0
RIMBP3B	3	1	0	1
LOC124900483	0	0	0	0
LOC124905172	0	0	0	0
HIC2	231	230	314	256
TMEM191C	0	1	1	2
PI4KAP2	42	39	43	43
LOC124905173	0	0	0	0
LOC124900484	0	0	0	0
RIMBP3C	0	3	2	4
UBE2L3	620	641	639	655
YDJC	14	18	20	16
CCDC116	1	1	1	0
SDF2L1	9	20	13	12
LOC107985532	6	1	5	2
MIR301B	0	0	0	0
MIR130B	0	0	0	0
PPIL2	165	184	130	137
YPEL1	16	17	13	17
MAPK1	2405	2422	1990	1919
PPM1F	50	61	37	55
PPM1F-AS1	9	4	11	9
TOP3B	61	77	52	77
PRAMENP	0	1	0	0
LOC102724653	0	0	0	0
VPREB1	0	0	0	0
LOC124905087	43	44	37	35
LOC105372952	26	32	36	35
BMS1P20	165	163	158	148
LOC101929255	0	0	0	0
ZNF280B	342	387	297	322
ZNF280A	1	1	0	0
PRAME	0	0	0	0
LL22NC03-63E9.3	0	0	0	0
POM121L1P	0	0	0	0
GGTLC2	0	0	0	0
LOC112267890	0	0	0	0
LL22NC03-102D1.18	0	0	0	0
LOC105372948	0	0	0	0
MIR650	0	0	0	0
LOC124905086	0	0	0	0
LOC102724638	0	0	0	0
